image_id,source_dataset,crop,source_class,canonical_class,relative_path,sha256,width,height,resolution_tier,original_url_or_doi,license
FP-TOM-0059,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_105144_1_jpg.rf.c217646caf22b64da998578766929cf1.jpg,fc919536b74363862c340893d7b5933074b30302b694131bef3b682868004b1e,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0060,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_105149_1_jpg.rf.569d3488a7d6303b7736fbebcd881623.jpg,d0abdb466dbfb427c8997db7cf2b3064176a57324ef0bd25d16967c89563abf3,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0061,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111301_jpg.rf.ef177f361fcb59c7e3e5cbbf237be478.jpg,567bdf17062be016f3d9ff0fab33905d3f34dcfd2940f80f8ac8bae35873efc6,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0062,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111351_jpg.rf.3fe3921c3df9653fdb56aa40f9889b75.jpg,4bdb3cf5e65fa757ebccefda83ed929716887448681cadeea727185a528b3152,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0063,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111418_jpg.rf.a93f880971f6859c756637e916acf3ab.jpg,e47dd761a324bec09e536ec01e13712db2e61be401086cacdabfd3b4039f74ff,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0064,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111423_jpg.rf.15f86c85b63f099259e6d46ab0d97904.jpg,665c78145727f7f5b4bebb3482f775aa0927f58986b73722814dd790d332ecb3,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0065,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111428_jpg.rf.780d2bf55b2640034c2740bb276e297b.jpg,07e359048f476c54bb5fdcb01fcf1a632a2e9933df0c48637f97d1db2a27536b,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0066,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111653_jpg.rf.e31268be058843905479b2b37dc494f4.jpg,9053f63b31665ace7f05629e1ca93bfe1ef18011acc7a3a39c30b8c2a2ef01ed,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0067,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111758_1_jpg.rf.52ec4c4238c786be78a5cb66116ccc8d.jpg,dda56a9465b97c7a33b3588b3de67c2ebf2d4ef693c67e2d9ef97ef5683525de,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0068,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111807_1_jpg.rf.2fa660627cb29f7bc63237fa5d881716.jpg,ff73448b6dd956ad9f4859a88e0ded6ff04e99fe9b5ad5f5ad95216e7c1d1534,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0069,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111814_1_jpg.rf.acf230e0bd80b41e4a1a6ba0de78c1c7.jpg,b05ccc6a8c9414c2c5a872616cdacb24afe9e584387661359ea2819a2fc9d7ce,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0070,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111819_1_jpg.rf.f21b9f0fa9a6645497758cb0f420e5b4.jpg,f148d170af26242443cb61bfffcf9d8e79b7a835acc5054815a7efe8e6869cbb,3120,4160,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
FP-TOM-0071,"FieldPlant (Moupojou et al., 2023)",tomato,tomato leaf yellow virus,tomato_yellow_leaf_curl_virus,experiments/field_data_19b5/tomato_fieldplant/tomato_yellow_leaf_curl_virus/IMG_20221220_111831_1_jpg.rf.b4b7a36ef359ec590f2f54e443ead52f.jpg,f64f33d87c867a366e8edfdfa6f3802a136ed5aab232c1b727a164d41fbd3aa7,4160,3120,Ultra-High (>=2500px),https://doi.org/10.1109/ACCESS.2023.3263042,CC BY 4.0
HERMOS-GRP-0072,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8167.JPG,c95ba38fbb7b395a1625bacd65b78522d255e0d5ab95bdda91082bbd1ed78df3,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0073,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8168.JPG,72783999bb02d2735350664c2b49157e78ae79f3a345d38219f26662555efd0c,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0074,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8169.JPG,76707c4ef3b13d766669228f5276a1c32a90c815ca45a036167f089cb9edad2a,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0075,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8170.JPG,e33177b9425f3a0b3d0eec9c6f5677e5973c67b9fa10ec873d1f765000a35a9b,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0076,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8174.JPG,111fdb8cbaf00441633d22dedb1f22d0ad38285da49c3e8a1bd870686de7adad,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0077,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8175.JPG,a3b4ca76bd24a5e21e48575c7f599befdfa0160a7601e06fea30b87013f18353,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0078,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8176.JPG,87f53e9d98564fd8e0802f6c371f51bc74cd7f913722c160aaf3d596051c992c,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0079,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8178.JPG,9c30e8e11b050c802cc2c4f9672691f4791d0c9fd874e1d74f8cde2e6b95690f,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0080,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8179.JPG,000beb3eac3356773e8ae9e966f9a7b45a3b8566b1c333f986df4e141d3d35c6,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0081,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8180.JPG,1298ddbb089b46a426a098f2d87ff772452db89ec28bef75fe53b4064c04375b,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0082,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8181.JPG,9a9d62c85e41649891e7bbddb5091f021174c7ae6531ec1dfe15146e5ad9fdc4,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0083,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8182.JPG,8a232fbceddd851e56e71978531ed86c19980561b6ff7941f2e9d1ad078d25d5,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0084,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8183.JPG,b13ad5db1a1d850383b4b6ea1d3b7868d297235d17774bd64841904dccb2c459,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0085,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8187.JPG,0e74718e7078ea240dd8004fe3084a8584eceaeccaf763c38a86f742f97e4bb4,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0086,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8188.JPG,1d06e60a06b7066d2be2124760a8e1d1a77047b214b336d74c9c6e9dca7fb136,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0087,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8195.JPG,48238acc2268563089f4170db0947f7c5993160ae6af77df22341537c95b6a7e,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0088,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8197.JPG,bbb283eceaa49dde9020a4b31947c54326838588e68a45a498fa80d2dfd49bdf,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0089,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8198.JPG,9229fba7d564e8167dcc1868cfce2325563b12376257259ac89f3eed987359fb,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0090,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8199.JPG,f16d099c6f3575744865a628dacd4b66667efb71ddece51c6e0e7612fac59c81,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0091,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8201.JPG,5fa64da33e8ee0510fbfa2b9bf0aff97cdaa3ce7912f48fb1b7ba57c2739bf3c,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0092,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8203.JPG,a8d9462ff3c153aed8ee1b3dd15435a3861194b88e4eff25a4da97e9008c288f,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0093,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8215.JPG,79972ae532c50da51b9848370dbd164132c40ae66004a6ccda3c7469f012b6c1,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0094,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8216.JPG,b716a45242537867f39790f60ec9b1c7611937ad3651dd5f9d62641ab4e26812,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0095,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8228.JPG,014f884e18da25e129eef1b11c863ffc9e3a2a9d1084d2d8d7531a38207c9f4a,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0096,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8232.JPG,c4cbb7f01ce6429a73845cf74a2ee6354a5f3ffbf68c79d57f37b26c73c3dc91,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0097,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8235.JPG,fd9fa9696b5ada2b6d38466a2834d7b3ba6e8bd19e050f4b4ef9edb6ac47d2b1,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0098,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8249.JPG,66775a72b2b67bbbc78692fa35274da83fbd2fd80acb14030520107f1f4f405b,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0099,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8250.JPG,ae6c1b06721526c9e26b527c39eefd4c7735def6ece3ba187a5e11b1bdfdb35c,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0100,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8337.JPG,83b1cb71312d8f1ccd3e98b2e9492c3f91de03e78a1410d31b5fbb8a231b30a2,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0101,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8338.JPG,e82b321507948a83089d86240534db4abba8c245ba38f8f68fb8ae9e26b15bda,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0102,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8339.JPG,bb5cde8bfcfe70f73992f9f5846bfe740bba4c41d2828fbde5a7308a6e2da06e,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0103,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8359.JPG,d43d545784af53285f2153cf301228d8f2be100b66c6950d9dba164bce275bfc,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0104,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8367.JPG,b52298a212c6e83fd65bc45c35a2804ee224d781cafc4d83d3a8621ce7e8e5fc,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0105,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8368.JPG,31b5ffc51b3ed4496c7ac12c3db70677be0b9eaf854dbbe87191ae6eb628e98e,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0106,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8370.JPG,4a69b4f7103966bd236cc6cf2a4b151b1cb747ea4f35ced13c1f52e051d53e3c,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0107,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8488.JPG,9f700f4702f384eed644a0ea56f2c2b7aa5de65664c1b41b5221ed0dd6a93334,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0108,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8489.JPG,94d1871624e9ea0d48a43492e3d6996e4b846c2f2c64c61e066bf4467a00af59,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0109,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8490.JPG,7e5b4afbe51a905832fcd5e9a560258c3152c5675204b93e5085efb8aca389f6,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0110,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8491.JPG,6ce8ec941b2edb449608aef402f14bdab09d6480e771184f362d9e8cb3394c01,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0111,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8513.JPG,c17fdf8145d09ec6fc5f99a49f054020b10190f53533d2f192d3e31d6baf8395,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0112,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8514.JPG,96a60d4bdbe4a92f4b9c9506d52cc0642596774d91bc1c8c35ab14a1ab3f7375,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0113,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8515.JPG,6063f59004b4504f039016d7908b6835037b9e7441aa55c7258e503e44afc5d7,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0114,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8516.JPG,b81d864aa5232a2dea04c40953d87a92bea983c12a0eaee1c5855d7bf9b8543c,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0115,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8517.JPG,18f2c1f3dd2987b73fc0960b6696e57433cd5d7952cdb6212fc02d54a644d7be,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0116,"HERMOS (Özacar et al., 2024)",grape,powdery mildew,grape_powdery_mildew,experiments/field_data_19b5/grape_hermos/grape_powdery_mildew/IMG_8518.JPG,b38e94b4608064e01e2914033f5851a8fba73420449c0208ad739ef207dcb6f1,6000,4000,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0117,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8800.jpg,0918d8be2346f63182a38f44ac359c462c1394ee2874b32c0160117119b2d02f,5312,2988,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0118,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8801.jpg,c17f4634112759ecf20c107127cc5ba1287e9d11440a81d0728d7052cbf1d2a4,5312,2988,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0119,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8802.jpg,9c931b5cd50aee59e318a660dbe6cc59a27f71a21cb9a4d44f89dabd6e7b8b19,5312,2988,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0120,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8803.jpg,330bd95a592dc4b0da3546215b2a8c3a1a297ea5ebb3219876d789e3296be51b,5312,2988,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0121,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8805.jpg,fd67b6adbc967c964b9f3e902acf9824f5bd72e5b8ae8ff1735bc482264eb85a,1280,960,High (1200-2499px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0122,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8806.jpg,c36257198fff1b532d4e88ae76233f7f350cf13d1352451f21c6c6e5c460c857,1280,960,High (1200-2499px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0123,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8809.JPG,dc51c5af949a7dbd90274d05d0bbba92af9f7c615177265bd663a36f8973f513,720,960,Medium (500-1199px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0124,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8810.JPG,5f61939a4fb83f693ede53f3b854c587cfaed9c24e73fc7dbecc1ea4edcb5419,720,960,Medium (500-1199px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0125,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8811.JPG,86a9fc0061d81bc3390bc17f0c6599263a06f2f8e5d5fed7e158812fa33ae636,720,960,Medium (500-1199px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0126,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8812.JPG,b64486c1c646311708fb8768cbc40fe76dabf0380bd098727e0a55b4c70e0d59,2592,1936,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
HERMOS-GRP-0127,"HERMOS (Özacar et al., 2024)",grape,downy mildew,grape_downy_mildew,experiments/field_data_19b5/grape_hermos/grape_downy_mildew/IMG_8813.JPG,4e2ff5d2002eaea4301edf68908032aacba6127458501cbdfa8e336c52214d26,2592,1936,Ultra-High (>=2500px),https://doi.org/10.17632/j4xs3kh3fd.2,CC BY 4.0
