filename,folder,class_label,exclusion_reason,sha256_hash,details
28.jpg,Healthy Leaf,healthy,EVAL_SET_EXACT_COLLISION (Track C),1fcb79055cac00aaedb2470aa04cdbd1a5d793c59aed407e8f104002f4222f37,Exact SHA-256 match with Track C evaluation sample
282.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,d519f33ce1723aedbc5a0614a203528a462b85a7ec8e864dccebbfd7ade48691,Identical SHA-256 to earlier Ulfa image file
284.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,99dc866fcf1f50d8b9a652b2f953ae9044e8ff53fb32b9d49f14b88eca300f7f,Identical SHA-256 to earlier Ulfa image file
286.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a4003a7a5c14cd95c23365359153f7fc0a2ee691184fbf8bdbacf27866a2bbb2,Identical SHA-256 to earlier Ulfa image file
288.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,4999dd94ec17d8af7ec26624cdd6a580c20d3984d4c5b3bb2eaed122d7790106,Identical SHA-256 to earlier Ulfa image file
29.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,7c1be5f73cf5b10e4b0835abb82c84b25a3bdf5b40ca2c8174e05d66a400b959,Identical SHA-256 to earlier Ulfa image file
299.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,33b07212f62c503ece29bf8dd8f104bce9d47ea11e7889c12e84d96dbd12947c,Identical SHA-256 to earlier Ulfa image file
30.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,294dc2dce64d3013585dda97940cd82ef7a9304893b8d3e1b991680d4f1bc134,Identical SHA-256 to earlier Ulfa image file
309.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,eeeb190282e18e636bad75be03bca36fb05c0ce8e768201117cfa96151d42e08,Identical SHA-256 to earlier Ulfa image file
31.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,03f6c6fdf865a08cd822161c2d5f9431ceb5504d8dd51464478bb42ee531ef84,Identical SHA-256 to earlier Ulfa image file
316.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9315f8ec9a6eea876d9c6be1265e11d15db68182a8eef7a8f867a47e62fa5875,Identical SHA-256 to earlier Ulfa image file
318.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5d8c4efdd6078105ff97b75cbcac2f41b2ae0fd3a82a8c1258c3cbaa15e478c5,Identical SHA-256 to earlier Ulfa image file
32.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,03f6c6fdf865a08cd822161c2d5f9431ceb5504d8dd51464478bb42ee531ef84,Identical SHA-256 to earlier Ulfa image file
322.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a1b56c3b78989557aec41a3ea62b8a1f0db052ce869c8f10ea9662b8e104f14f,Identical SHA-256 to earlier Ulfa image file
326.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8acbff3150fbb4a88d24f7727dcc48ea2192a7e307ff3482f32830ab0b27d3c6,Identical SHA-256 to earlier Ulfa image file
33.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,96bc8d73007b0f7789ecafef1a13ee591558fe3a3161453fda9a5445155e1e45,Identical SHA-256 to earlier Ulfa image file
331.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,37eb13ec993b422c2dc2f6091dc6da9174988081131f4034e8da171f615f7c90,Identical SHA-256 to earlier Ulfa image file
34.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8ffeeacf583d954cf80c190b70dfbd1ccdfb67a4122cb996bfac89e6fb09b29d,Identical SHA-256 to earlier Ulfa image file
342.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,f0845dd4677855c240156167488f201f7b56edd7160efaaa7ce1073ac66505ca,Identical SHA-256 to earlier Ulfa image file
346.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,fd21b001dfa62fdc82fa83d13e03530191885dc10dbea057caef97bb4920d1e9,Identical SHA-256 to earlier Ulfa image file
35.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,77f4010296bfac46b1865e2e72d337e4e69bade6961acb1531936b81c7dbb96d,Identical SHA-256 to earlier Ulfa image file
351.jpg,Healthy Leaf,healthy,EVAL_SET_EXACT_COLLISION (Track C),ceff539ff56e0dc1324f6f897f8d6228d4b1435a87b4fd696b6a271f4d3606ed,Exact SHA-256 match with Track C evaluation sample
353.jpg,Healthy Leaf,healthy,EVAL_SET_EXACT_COLLISION (Track C),b864d957bb7725dbcddc1dbc6974085ed6f80981488815f79d03a8f83beb108a,Exact SHA-256 match with Track C evaluation sample
359.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,765b4a58e4c46665347381edc738423e6113c0bf8639441e749ff95f9b1fc1a7,Identical SHA-256 to earlier Ulfa image file
360.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,4e56a6e2eaffb61b3fc2c938e6762b693de525e8ba5ff28816a879f52ba20937,Identical SHA-256 to earlier Ulfa image file
365.jpg,Healthy Leaf,healthy,EVAL_SET_EXACT_COLLISION (Track B),1332eebfe4d1b9429ce8694c42e4e148f585bc9a44d7ce23f301d11fa52b1128,Exact SHA-256 match with Track B evaluation sample
369.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5ec0677042a9d701d6b64f458e74595a6ac363ab14b03d51eb864b2c996b38de,Identical SHA-256 to earlier Ulfa image file
37.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,92aa3683f66ea294fc1c197fb253d80a22b0a3a9d7c1fdb79af53771446aa2d6,Identical SHA-256 to earlier Ulfa image file
370.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5ec0677042a9d701d6b64f458e74595a6ac363ab14b03d51eb864b2c996b38de,Identical SHA-256 to earlier Ulfa image file
371.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,927f1dfaff11c4065b901f7b92be9bc7fb5adb23f5654462361ad8823d3333f7,Identical SHA-256 to earlier Ulfa image file
372.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,75259086fc44cd370940595e3a1b844990f323cd9d8773fe030c4e1223895a3b,Identical SHA-256 to earlier Ulfa image file
373.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,1d1cf143ef9b8323662110fc05231346285c5fc258da3bb5d0ffb0c107e23d0f,Identical SHA-256 to earlier Ulfa image file
374.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,d2e2ad30315e3b35a243ab581d6377b26d6f84811161d2e90c888bc9a45060df,Identical SHA-256 to earlier Ulfa image file
375.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,92aa3683f66ea294fc1c197fb253d80a22b0a3a9d7c1fdb79af53771446aa2d6,Identical SHA-256 to earlier Ulfa image file
376.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,92aa3683f66ea294fc1c197fb253d80a22b0a3a9d7c1fdb79af53771446aa2d6,Identical SHA-256 to earlier Ulfa image file
377.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,7f1c4d45cbc96e28cc355e52224b383d02a27304b7cb3cab58d8223ebd0b05d8,Identical SHA-256 to earlier Ulfa image file
38.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,bbfdbc1650a5475ae361eaa84ec51be41ca4d5502bdaad871b961e8135163830,Identical SHA-256 to earlier Ulfa image file
380.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c661cef23a934026057470034fa3c581f757ff8d20635248f4fbc9a71fa1dea8,Identical SHA-256 to earlier Ulfa image file
382.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,ba2611cf1520fc6ef8ba62683ea990a4c95afade2fef1ab0b77c6ac208d2ce07,Identical SHA-256 to earlier Ulfa image file
383.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c661cef23a934026057470034fa3c581f757ff8d20635248f4fbc9a71fa1dea8,Identical SHA-256 to earlier Ulfa image file
386.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,932b0080940f80982fcd60a710a10f0de2e6344f635fd371157eec4ffe4aca2b,Identical SHA-256 to earlier Ulfa image file
387.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,bbfdbc1650a5475ae361eaa84ec51be41ca4d5502bdaad871b961e8135163830,Identical SHA-256 to earlier Ulfa image file
388.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9fb7d30c16ed193c6ce16037edef27554e8ba1d221ad907b506a91bb72244aae,Identical SHA-256 to earlier Ulfa image file
389.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9fb7d30c16ed193c6ce16037edef27554e8ba1d221ad907b506a91bb72244aae,Identical SHA-256 to earlier Ulfa image file
39.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9fb7d30c16ed193c6ce16037edef27554e8ba1d221ad907b506a91bb72244aae,Identical SHA-256 to earlier Ulfa image file
392.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a451efe866f7b57f5dbc12c36885b99154612f45a7b58753316f4fd173479b96,Identical SHA-256 to earlier Ulfa image file
393.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,a451efe866f7b57f5dbc12c36885b99154612f45a7b58753316f4fd173479b96,Identical SHA-256 to earlier Ulfa image file
395.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,37397479434a4ede383dbc34bfafa0b30ddf4cc95d867c847bb46c797a805dc5,Identical SHA-256 to earlier Ulfa image file
397.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,37397479434a4ede383dbc34bfafa0b30ddf4cc95d867c847bb46c797a805dc5,Identical SHA-256 to earlier Ulfa image file
398.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,e6f2c66d93cbb1db06a15a7b00b136deb8afaf55b0f14a0a40cefc98a73442a2,Identical SHA-256 to earlier Ulfa image file
399.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,1ec8527ff161750cb29019f25c45c172dfc57f5f6fca107f6f5bc5225f9d08ae,Identical SHA-256 to earlier Ulfa image file
40.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9fb7d30c16ed193c6ce16037edef27554e8ba1d221ad907b506a91bb72244aae,Identical SHA-256 to earlier Ulfa image file
400.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,d3c2c382ff6ada83f6b15496b54520851258af2cb493e364e0c9108bf0e83acb,Identical SHA-256 to earlier Ulfa image file
401.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,33b07212f62c503ece29bf8dd8f104bce9d47ea11e7889c12e84d96dbd12947c,Identical SHA-256 to earlier Ulfa image file
402.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,33b07212f62c503ece29bf8dd8f104bce9d47ea11e7889c12e84d96dbd12947c,Identical SHA-256 to earlier Ulfa image file
404.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,f97b3817d6c5ef165ca7db3a0880dd903ebeb12bfdcda92558db1f7b14f786e2,Identical SHA-256 to earlier Ulfa image file
405.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,37eb13ec993b422c2dc2f6091dc6da9174988081131f4034e8da171f615f7c90,Identical SHA-256 to earlier Ulfa image file
406.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,cda804f272cf140873f6e383d455b78816696ba4843331e5b8d33b837310271a,Identical SHA-256 to earlier Ulfa image file
407.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,37eb13ec993b422c2dc2f6091dc6da9174988081131f4034e8da171f615f7c90,Identical SHA-256 to earlier Ulfa image file
41.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,4ad7c8405278cdb18bf4be5ad9263601c32667f7152e3b6e1794308d7edfe1f7,Identical SHA-256 to earlier Ulfa image file
413.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,0f81492481cdb2201eca66e0a29c1e491600eef5e0fc79371003fe3a16bf4ff1,Identical SHA-256 to earlier Ulfa image file
414.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,85c640a8e54580ebc37f7c5f3dec29dce5dc5b7685d70ef3f346aa25ce7e6db8,Identical SHA-256 to earlier Ulfa image file
415.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b7dd5f5d0e08a238b93645ed6b882bf0c5a3a9735bc0cc361c6bcb44d94629a2,Identical SHA-256 to earlier Ulfa image file
416.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b7dd5f5d0e08a238b93645ed6b882bf0c5a3a9735bc0cc361c6bcb44d94629a2,Identical SHA-256 to earlier Ulfa image file
417.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,29b93bd6cf63c8ff6de29d160fb935f06ad7c3bbc58cd1c1eebc0a48476e6e9f,Identical SHA-256 to earlier Ulfa image file
419.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,63debfac43de863dffaccbced94c3d69a2b5597691974478a43077fa0b314bbb,Identical SHA-256 to earlier Ulfa image file
42.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b9d1bd788e4e9f945366fc5438d84a62174b272453ee450d5ada8f0c530ccb32,Identical SHA-256 to earlier Ulfa image file
422.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9a8f910dc3f82637433a71b4163d2051ebd19362e7562870a83187d939fb69f5,Identical SHA-256 to earlier Ulfa image file
423.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,98bd73e84989cee702b6bc5870cc6ae6804b0ac1a9ba0713fe4f6629a1a3e2bd,Identical SHA-256 to earlier Ulfa image file
424.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,98bd73e84989cee702b6bc5870cc6ae6804b0ac1a9ba0713fe4f6629a1a3e2bd,Identical SHA-256 to earlier Ulfa image file
425.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,60f5a2eebf6134dc17b78b1f1910d8ba20c99f3e3271be2f9948f201777dc290,Identical SHA-256 to earlier Ulfa image file
426.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,60f5a2eebf6134dc17b78b1f1910d8ba20c99f3e3271be2f9948f201777dc290,Identical SHA-256 to earlier Ulfa image file
427.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8ffeeacf583d954cf80c190b70dfbd1ccdfb67a4122cb996bfac89e6fb09b29d,Identical SHA-256 to earlier Ulfa image file
428.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,29b93bd6cf63c8ff6de29d160fb935f06ad7c3bbc58cd1c1eebc0a48476e6e9f,Identical SHA-256 to earlier Ulfa image file
429.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,1a2c8810159ef9c3616268869c57212354c59fb67d62fd2122c058b8c238329f,Identical SHA-256 to earlier Ulfa image file
43.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,37397479434a4ede383dbc34bfafa0b30ddf4cc95d867c847bb46c797a805dc5,Identical SHA-256 to earlier Ulfa image file
430.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,63debfac43de863dffaccbced94c3d69a2b5597691974478a43077fa0b314bbb,Identical SHA-256 to earlier Ulfa image file
431.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,44c7692112cd37c97b0a1c6f45e0151f0c93a558f10b0f4a2f30ce2fab97c561,Identical SHA-256 to earlier Ulfa image file
432.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8e69f27c9a620bea2c118a826dbc47ddfd06bbaf6850676bedad583df7ffd605,Identical SHA-256 to earlier Ulfa image file
433.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,9a8f910dc3f82637433a71b4163d2051ebd19362e7562870a83187d939fb69f5,Identical SHA-256 to earlier Ulfa image file
434.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,98bd73e84989cee702b6bc5870cc6ae6804b0ac1a9ba0713fe4f6629a1a3e2bd,Identical SHA-256 to earlier Ulfa image file
435.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,98bd73e84989cee702b6bc5870cc6ae6804b0ac1a9ba0713fe4f6629a1a3e2bd,Identical SHA-256 to earlier Ulfa image file
436.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,60f5a2eebf6134dc17b78b1f1910d8ba20c99f3e3271be2f9948f201777dc290,Identical SHA-256 to earlier Ulfa image file
437.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,60f5a2eebf6134dc17b78b1f1910d8ba20c99f3e3271be2f9948f201777dc290,Identical SHA-256 to earlier Ulfa image file
438.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8ffeeacf583d954cf80c190b70dfbd1ccdfb67a4122cb996bfac89e6fb09b29d,Identical SHA-256 to earlier Ulfa image file
44.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,1ec8527ff161750cb29019f25c45c172dfc57f5f6fca107f6f5bc5225f9d08ae,Identical SHA-256 to earlier Ulfa image file
441.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b0d1b76ee25e9368a183447439076e846ef5405aa77b83bab41e20d1b7c12046,Identical SHA-256 to earlier Ulfa image file
45.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,fd86f3c5953af26380b29ad1316b8cd8f98f6e4db54da247de942886faad04dc,Identical SHA-256 to earlier Ulfa image file
451.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5df10fd40b3af943cbb3c7526b6b49c8c56b4edf78fa0d5971522ba912544b9c,Identical SHA-256 to earlier Ulfa image file
452.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5df10fd40b3af943cbb3c7526b6b49c8c56b4edf78fa0d5971522ba912544b9c,Identical SHA-256 to earlier Ulfa image file
453.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5df10fd40b3af943cbb3c7526b6b49c8c56b4edf78fa0d5971522ba912544b9c,Identical SHA-256 to earlier Ulfa image file
454.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5df10fd40b3af943cbb3c7526b6b49c8c56b4edf78fa0d5971522ba912544b9c,Identical SHA-256 to earlier Ulfa image file
455.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5df10fd40b3af943cbb3c7526b6b49c8c56b4edf78fa0d5971522ba912544b9c,Identical SHA-256 to earlier Ulfa image file
456.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5df10fd40b3af943cbb3c7526b6b49c8c56b4edf78fa0d5971522ba912544b9c,Identical SHA-256 to earlier Ulfa image file
458.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c167c759e2fc36a1f61829ffc97a2a77979ce84e06c39c92f1d396320017ec8a,Identical SHA-256 to earlier Ulfa image file
459.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c167c759e2fc36a1f61829ffc97a2a77979ce84e06c39c92f1d396320017ec8a,Identical SHA-256 to earlier Ulfa image file
46.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,3b816cdb6cb7421af8d3dcf282991692f0aad61d99f8450ecd027c9abc5d69ed,Identical SHA-256 to earlier Ulfa image file
460.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c167c759e2fc36a1f61829ffc97a2a77979ce84e06c39c92f1d396320017ec8a,Identical SHA-256 to earlier Ulfa image file
461.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c167c759e2fc36a1f61829ffc97a2a77979ce84e06c39c92f1d396320017ec8a,Identical SHA-256 to earlier Ulfa image file
462.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c167c759e2fc36a1f61829ffc97a2a77979ce84e06c39c92f1d396320017ec8a,Identical SHA-256 to earlier Ulfa image file
463.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,c167c759e2fc36a1f61829ffc97a2a77979ce84e06c39c92f1d396320017ec8a,Identical SHA-256 to earlier Ulfa image file
465.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,311e0fd6a8e7fc70a93dd441c57a70f21e57cd660ad7b0a0f07a0ff6f99deb66,Identical SHA-256 to earlier Ulfa image file
466.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,311e0fd6a8e7fc70a93dd441c57a70f21e57cd660ad7b0a0f07a0ff6f99deb66,Identical SHA-256 to earlier Ulfa image file
467.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,311e0fd6a8e7fc70a93dd441c57a70f21e57cd660ad7b0a0f07a0ff6f99deb66,Identical SHA-256 to earlier Ulfa image file
468.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,311e0fd6a8e7fc70a93dd441c57a70f21e57cd660ad7b0a0f07a0ff6f99deb66,Identical SHA-256 to earlier Ulfa image file
469.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,311e0fd6a8e7fc70a93dd441c57a70f21e57cd660ad7b0a0f07a0ff6f99deb66,Identical SHA-256 to earlier Ulfa image file
470.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8305b565299767c4e6c27d2040a5aaa4eea62bc4436d278dcb0d8378e60640af,Identical SHA-256 to earlier Ulfa image file
471.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8305b565299767c4e6c27d2040a5aaa4eea62bc4436d278dcb0d8378e60640af,Identical SHA-256 to earlier Ulfa image file
472.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8305b565299767c4e6c27d2040a5aaa4eea62bc4436d278dcb0d8378e60640af,Identical SHA-256 to earlier Ulfa image file
473.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8305b565299767c4e6c27d2040a5aaa4eea62bc4436d278dcb0d8378e60640af,Identical SHA-256 to earlier Ulfa image file
474.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8305b565299767c4e6c27d2040a5aaa4eea62bc4436d278dcb0d8378e60640af,Identical SHA-256 to earlier Ulfa image file
475.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8305b565299767c4e6c27d2040a5aaa4eea62bc4436d278dcb0d8378e60640af,Identical SHA-256 to earlier Ulfa image file
476.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8305b565299767c4e6c27d2040a5aaa4eea62bc4436d278dcb0d8378e60640af,Identical SHA-256 to earlier Ulfa image file
477.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8305b565299767c4e6c27d2040a5aaa4eea62bc4436d278dcb0d8378e60640af,Identical SHA-256 to earlier Ulfa image file
478.jpg,Healthy Leaf,healthy,EVAL_SET_NEAR_DUPLICATE,6e04e3daa610bba2b41aeba1341bb77b2dfefc2fc2cd1d679f1c9eca62d694df,dHash Hamming distance 0 <= 5 to eval image: results\model_robustness_audit\audit_images\track_c_realworld\chilli\healthy\pd_real_RnGnC.jpg
479.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b0d1b76ee25e9368a183447439076e846ef5405aa77b83bab41e20d1b7c12046,Identical SHA-256 to earlier Ulfa image file
48.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,1a2c8810159ef9c3616268869c57212354c59fb67d62fd2122c058b8c238329f,Identical SHA-256 to earlier Ulfa image file
480.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b0d1b76ee25e9368a183447439076e846ef5405aa77b83bab41e20d1b7c12046,Identical SHA-256 to earlier Ulfa image file
49.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8ffeeacf583d954cf80c190b70dfbd1ccdfb67a4122cb996bfac89e6fb09b29d,Identical SHA-256 to earlier Ulfa image file
490.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,8525a987cd9e8f96333e5c36e8805cd6a890a7593949b88a0e5b04dcf952818d,Identical SHA-256 to earlier Ulfa image file
50.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,d2e2ad30315e3b35a243ab581d6377b26d6f84811161d2e90c888bc9a45060df,Identical SHA-256 to earlier Ulfa image file
539.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,4d7e382a83f2d268b82c44675c4e1d96976a38aab7a7f4decd8a5d5513164db1,Identical SHA-256 to earlier Ulfa image file
540.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,4d7e382a83f2d268b82c44675c4e1d96976a38aab7a7f4decd8a5d5513164db1,Identical SHA-256 to earlier Ulfa image file
541.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,b0d1b76ee25e9368a183447439076e846ef5405aa77b83bab41e20d1b7c12046,Identical SHA-256 to earlier Ulfa image file
543.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5df10fd40b3af943cbb3c7526b6b49c8c56b4edf78fa0d5971522ba912544b9c,Identical SHA-256 to earlier Ulfa image file
545.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,2226afb25866f37642069097783ffc2d43a4e1062a299c14dec8fb8ee61e3bb0,Identical SHA-256 to earlier Ulfa image file
546.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,2226afb25866f37642069097783ffc2d43a4e1062a299c14dec8fb8ee61e3bb0,Identical SHA-256 to earlier Ulfa image file
547.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,2226afb25866f37642069097783ffc2d43a4e1062a299c14dec8fb8ee61e3bb0,Identical SHA-256 to earlier Ulfa image file
550.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,4d7e382a83f2d268b82c44675c4e1d96976a38aab7a7f4decd8a5d5513164db1,Identical SHA-256 to earlier Ulfa image file
551.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5f983e12def87c2f631038b3f21fe68d52cbdc149a13ee789143e8e2715b0bf7,Identical SHA-256 to earlier Ulfa image file
552.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,5f983e12def87c2f631038b3f21fe68d52cbdc149a13ee789143e8e2715b0bf7,Identical SHA-256 to earlier Ulfa image file
553.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,3ef3ca2e222a0a6a9487b3726b9ac0dbc9fdfcc640a5cf8ddd3133c264451423,Identical SHA-256 to earlier Ulfa image file
554.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,3ef3ca2e222a0a6a9487b3726b9ac0dbc9fdfcc640a5cf8ddd3133c264451423,Identical SHA-256 to earlier Ulfa image file
555.jpg,Healthy Leaf,healthy,INTERNAL_DATASET_DUPLICATE,3ef3ca2e222a0a6a9487b3726b9ac0dbc9fdfcc640a5cf8ddd3133c264451423,Identical SHA-256 to earlier Ulfa image file
