image_path,relative_path,class_label,class_index,source_dataset,source_type,sha256_hash
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4713.JPG,chilli_cold\nutritional deficiency\IMG_4713.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,18504026a2cbfedac6aaca24c5653220da48a24a9ae45a574753cec82b36ab05
D:\CropDiseaseProject\chilli_cold\healthy\IMG_5619.JPG,chilli_cold\healthy\IMG_5619.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,b51c9161e74511ca829a2446c9f233702d97ce4cf18a0b0f30dfd0f3c977700b
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5457.JPG,chilli_cold\cerocospora\IMG_5457.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,022f7e83775567c620a386fd9f61896c01534d5176e3098a39bb1209bc17fd99
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4731.JPG,chilli_cold\nutritional deficiency\IMG_4731.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4d096f44aab033e950ac19cd91e33d938470807d0009c04893126b2da040b505
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5199.JPG,chilli_cold\murda complex\IMG_5199.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c5be3034c309616387adb30b5282d3d30a4606f92b6606d0717cbbdcac9ca1a0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5466.JPG,chilli_cold\cerocospora\IMG_5466.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d28887104facc87e443bf62e87b81fee54024daee4abcf6be8828dcf18efcfe6
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4556.JPG,chilli_cold\cerocospora\IMG_4556.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,b960ad6afc4bf016c82cbb86fee5f60402979243c75447add88c16f847619c73
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3871.JPG,chilli_cold\healthy\IMG_3871.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,80e6f986a3c430cddc54152e056d599e894060dcebc3cb1aa7612b27aa9de59f
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5041.JPG,chilli_cold\cerocospora\IMG_5041.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,fc42bd5cc2a696a1e845a3168dab841bfecd3aa217b4bfe6d6ba8b6e18d85efb
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4866.JPG,chilli_cold\nutritional deficiency\IMG_4866.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,f746665a9475282dd7db3ec0584166f8dea153c4bbdd12a0c99e20e43ae565db
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5687.JPG,chilli_cold\powdery mildew\IMG_5687.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,26a183d0ff6aa598b6b95af86ce08bbe3a745c12192cfd0e2905ca411972a5aa
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4049.JPG,chilli_cold\cerocospora\IMG_4049.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,8ae9965b480651c850118df1fb1f73c00eeafd79e8bdc687d7cc058c5ccf7a04
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4756.JPG,chilli_cold\murda complex\IMG_4756.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,bc9cb0cc1140ac5410358a45b7cb9f0723317d5349aa6be67c898d71238f2915
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5495.JPG,chilli_cold\powdery mildew\IMG_5495.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,de6b84f26d2cba43b93a4898aa177adcd9c701740007540451eab11aca5d8968
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4620.JPG,chilli_cold\cerocospora\IMG_4620.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,3284b54bc3c38e7cf78f25daeabcdb42832b222324d31dad7e628aad0c80ab4f
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4512.JPG,chilli_cold\cerocospora\IMG_4512.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,dc4fdac4cf0722c649196c094d7f93039a55dac85db6d9083c0798c6ee26c952
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4575.JPG,chilli_cold\cerocospora\IMG_4575.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,6d2403bf43831d108b462767eb8f5a9a35eefbeb060a0c0a2e73c2747af662c6
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5656.JPG,chilli_cold\powdery mildew\IMG_5656.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2995e06e0ba8bd8f7881ea30071363cde7feafa1430abd123378cb550320c384
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5215.JPG,chilli_cold\cerocospora\IMG_5215.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c9899186881f87051ea98755c370dd224b9dc5593566831a28cc1fab8a10e876
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5355.JPG,chilli_cold\murda complex\IMG_5355.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4859d5a8aee981ee91f160b09af44eb5d38ba7fbb78ab879d79244e4024feb58
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3291.JPG,chilli_cold\nutritional deficiency\IMG_3291.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d2dc0f9af720a35ebc741900fbd770c22926491bc1624b185efda8bec22f3b1e
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4217.JPG,chilli_cold\murda complex\IMG_4217.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,741addfdfbd6e7a55c4057407427cd250587f8d8c47673a8c026010d97811be1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5440.JPG,chilli_cold\cerocospora\IMG_5440.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,a1c215ebc49b972d21010b0bfec9f76d41dc16c7cf8fe6c4cb3e5f79f0d6c0c8
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4925.JPG,chilli_cold\nutritional deficiency\IMG_4925.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,a312876116e04d8162275527e4e69dd2ce9fb582d630398a5a676c275a2fc9f5
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3889.JPG,chilli_cold\healthy\IMG_3889.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,3ac2b5091259993fe747d329f65c9849cb77ee847fbbf76e8ebd7b993bd88adc
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4478.JPG,chilli_cold\murda complex\IMG_4478.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,fd07323529d548f4b148d516874c0d78fb7e06ec07ceaf865f5feb88e6f6bc76
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5179.JPG,chilli_cold\cerocospora\IMG_5179.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4308667323ef539d99046f1ad7209f7d38c71b6a6c715ff7a69e0b74b458878d
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3553.JPG,chilli_cold\healthy\IMG_3553.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c758e33c71a60b1d248b048822348dac326fd15617b1095f17d0ef2e80495980
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3317.JPG,chilli_cold\murda complex\IMG_3317.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,bc02a559d3603d85829913798c96bd36a0f3e35ade3496902462a9ce17d1bf8a
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3485.JPG,chilli_cold\healthy\IMG_3485.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e7159ed6b8150083078100215706b2f699eff2bc774846beaab2152ef9c6c8b1
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3591.JPG,chilli_cold\cerocospora\IMG_3591.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,58f24fdad59e783468d385628248398b6915e92f0f8f938c74cc0aba574586f9
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5094.JPG,chilli_cold\cerocospora\IMG_5094.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,64969bf25b99a8fdda1e695f1c872d004dfbb925301b5e28e9de56dbef783fa9
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4784.JPG,chilli_cold\cerocospora\IMG_4784.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,04553dd36f735f6dc087395fa29448e0c24d0c5313f761d33f0e299b22139914
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5610.JPG,chilli_cold\powdery mildew\IMG_5610.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e0d4c6cc2de5085efc35e835544be811fab02e6aa398d160b482e3258fa7a2c9
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4242.JPG,chilli_cold\murda complex\IMG_4242.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,ea7c0a07e2b12fb76a8742ef8ab4975f21cd6c5097362af00a99c821389fce35
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4766.JPG,chilli_cold\cerocospora\IMG_4766.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d348a71fb9815fca571f0c40a1f343659ef53e0acf9361738d243033f4b00468
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5115.JPG,chilli_cold\murda complex\IMG_5115.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,17a827f08fe7a060324fb0edd8a071a1d41a1de497f351270a2e2830841eb4ea
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3502.JPG,chilli_cold\murda complex\IMG_3502.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,5fe84e93963df9b39c6c61ec4dd792964cf3848f91283c05a352f755cc2bb32a
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3286.JPG,chilli_cold\nutritional deficiency\IMG_3286.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2802a7330ed102ca81eed97ef025a0c961bfc4bbc7ee25872c3636a773ca6832
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4782.JPG,chilli_cold\cerocospora\IMG_4782.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,a8bded63cba5b32aa051d084f51858d16cd5e6074215ffa77fef7d4ef1c6f6bb
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5649.JPG,chilli_cold\murda complex\IMG_5649.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,8ff6d9691d71928ab4503ff0b43e3b35b1057c07dedd09808f19882197a03a83
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4831.JPG,chilli_cold\healthy\IMG_4831.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,00f264d449aa8d6ede4e081f3cac0ed3da37888c7473da8b8628bb11b582fc00
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4744.JPG,chilli_cold\nutritional deficiency\IMG_4744.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,1e613f28c0267abe469d192d64dc590899c94472fe8e8ff1df3398515d880a41
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3322.JPG,chilli_cold\murda complex\IMG_3322.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,9955eb446b6042cee60f40863817686f72932a56f29780d3ff5a602a19877348
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3246.JPG,chilli_cold\murda complex\IMG_3246.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4199bbf4b10489afa371bcddfce5e86a7d55af0de1d3c0820cc868c4cb5ca8ff
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3271.JPG,chilli_cold\murda complex\IMG_3271.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,1463d1213182a9bafdbfab6d4f9842d36d23f5d715ebffda539279210ef9862b
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4276.JPG,chilli_cold\murda complex\IMG_4276.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,dc2c1d9d498deadff0b61362eae4e3e4eef42e4ee0fcc105b78703aa5d2cd9ed
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4109.JPG,chilli_cold\cerocospora\IMG_4109.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,84502c3dda917210b78fb8c8a594999857ef73e66c979e45c7af5460b83ef7ca
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5454.JPG,chilli_cold\cerocospora\IMG_5454.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,b452f2c883d5efadd22e09f9ba2d8d24eb381f79ade6db52cc6ad92efebe0cd0
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4814.JPG,chilli_cold\healthy\IMG_4814.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,12d235726863884fc0cc1848f04dc845fbddab96cbe75ad04f8ab4ef2c62bdef
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3570.JPG,chilli_cold\healthy\IMG_3570.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,207470bfe516194a92ca39cae943e55ccded326d720f944ab6b78f9390cdb37c
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5320.JPG,chilli_cold\cerocospora\IMG_5320.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,432128ed87cfff9855c4d3725f1e83d6acdfb569dbc0270d3c31f93e28c3186f
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4052.JPG,chilli_cold\cerocospora\IMG_4052.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4daffd77fb72f2dd4abf0500e6db2885813105493cebae4d776f26e3604fe387
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3927.JPG,chilli_cold\cerocospora\IMG_3927.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,b452c6db633d297eb42500e6abc8c996689f8ebeebd38451715aa5bef6214d69
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4234.JPG,chilli_cold\cerocospora\IMG_4234.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,3e3af064984f8a323bd443a65c78134504c0be1dc315fc93d1a05ae2fb8d4c67
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4823.JPG,chilli_cold\cerocospora\IMG_4823.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,8c609e8c2bc1ef3575a1c33b64bdf0d8544310a21f73b2ee1b1c8fc9a35fff51
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4188.JPG,chilli_cold\healthy\IMG_4188.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,7681f14386f85c617c671c3594b36337f08476a9b544df222d8c2f26b3b7c87b
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4509.JPG,chilli_cold\cerocospora\IMG_4509.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,276562be36577a5f9f007206279a1dc205ac6f9a94f32ca9b0df64975cc92d11
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4094.JPG,chilli_cold\cerocospora\IMG_4094.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e238fe9b20e4871a1f632b7333edf41c3c1ad214facab10fd74b1f62cf8c1eb1
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3560.JPG,chilli_cold\healthy\IMG_3560.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,2167722331f5f0edd0cd02d3162b30f23ca789bc50db434c2996e2850803045a
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5148.JPG,chilli_cold\cerocospora\IMG_5148.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,de6ffd4abce00561372f4736f2e8f94d7284ff8537d11fe07caeb70877d82242
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5337.JPG,chilli_cold\murda complex\IMG_5337.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,7286f3a851129c0e46e2232d8e1e9779b62ee69ef5c1f6989aea728078c0384b
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3348.JPG,chilli_cold\nutritional deficiency\IMG_3348.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,04ba60a858037052c53ecea09fbd577e670374ec04982b88a8a2ff05e6cd1cc0
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3360.JPG,chilli_cold\murda complex\IMG_3360.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e6829860ea5f4a18e3074c39bedc172a6903aee2f409a0703184dab97404b690
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4047.JPG,chilli_cold\cerocospora\IMG_4047.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,178fd917175d1469853e8054b19977f55a116082dfefdc3909ebfb414ffb16ee
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4181.JPG,chilli_cold\healthy\IMG_4181.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,38dfe57bab561013b968f4159271175743003bdf6a689eacec3b34d53fea7d92
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3953.JPG,chilli_cold\healthy\IMG_3953.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,826887ff5b73b59e925ed758f9aaf195860a3d770016b6c1fd3ef1580aab5c76
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5087.JPG,chilli_cold\cerocospora\IMG_5087.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,52d719e12327d9aeedc1150c6e25f1a950c5d2d445265d86db7cf890b697dca0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5382.JPG,chilli_cold\cerocospora\IMG_5382.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,c40d977d32743fdf96900ab21b6ffa9424574d7549bf2afd739fa481be60809a
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4095.JPG,chilli_cold\cerocospora\IMG_4095.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e9ab9977030c80c8a08d5eefd61169c3efffddea24de76150dee1fee69e129e5
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5073.JPG,chilli_cold\cerocospora\IMG_5073.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,6bdc99ab58e61669c9c56c955de80369d339c79239011181743dc7bfc6709c29
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5286.JPG,chilli_cold\cerocospora\IMG_5286.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,099c2e4b459944358233babe15249b61c9b3aca5192c0c86a7c2af11a07a5619
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4530.JPG,chilli_cold\cerocospora\IMG_4530.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,81af563185fbc4817e5c3161164c8eb30ac744a41dd640d5726707abf776a8ea
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4644.JPG,chilli_cold\cerocospora\IMG_4644.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,322a44baeabe5ae3ab609d4dd188cd9683774b07328eaec6d20a0cf69d9ce1dc
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4771.JPG,chilli_cold\cerocospora\IMG_4771.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,bdab38c392058d5be7e0758128ee2ef8ea7d034cc707d57c461b4c9e797109f5
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_3358.JPG,chilli_cold\murda complex\IMG_3358.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,87b18ee0a59ce37fd4f2c72a4fa347c0be551309937b3d1f7bea3046c273ecab
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5004.JPG,chilli_cold\cerocospora\IMG_5004.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,dabbea5b56a8200b222282590673ccb9700932348c366447d344ac45ea8c4e53
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_3939.JPG,chilli_cold\cerocospora\IMG_3939.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,70c8451f2e823293995bd5427ae498b6b1e6e1f21da9ddc11b7fe8499e6668c5
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5242.JPG,chilli_cold\cerocospora\IMG_5242.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,0bdeac29db3f878a7a2bcce4e876427f69cfcb0db9688cf76b82f19f1aa64494
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4999.JPG,chilli_cold\cerocospora\IMG_4999.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e15cc7af244e6a41b5ac0049d0f0a70a38b037ddc7e0c5120b36f830c234605d
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_4505.JPG,chilli_cold\murda complex\IMG_4505.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,ad22cf12de4d40231d725681d06c5d3bcaf169acfcc233efb6051ce464a8d4f9
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4041.JPG,chilli_cold\cerocospora\IMG_4041.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,dd9bc849dc22307bd0cdbe98f5677e482a9a7702a28cd5551f250cb059542438
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4187.JPG,chilli_cold\healthy\IMG_4187.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,29c7fb35dc61f363f2ac6a106ebd1845d720ba92a2b60fd7c8c6cabef22a591b
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_3520.JPG,chilli_cold\nutritional deficiency\IMG_3520.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,ccbd60cfb1959cdca8a64ff9dd50c10551202aa73452780fcee5371c0a1cd05b
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_4488.JPG,chilli_cold\cerocospora\IMG_4488.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,4b5be9af8df534fd0834eece1b85de7acd083dc229f130a89bcd59da70d60e1a
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5532.JPG,chilli_cold\powdery mildew\IMG_5532.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,27e24c5643753712cb0cd02e376d48aad91d376c500265600ab90666c08d0a2b
D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4714.JPG,chilli_cold\nutritional deficiency\IMG_4714.JPG,nutritional deficiency,3,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,6ac03131d6e9c7fafaeb7688852f7b4662183ae4cdef8aba9106d2fe66011169
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4075.JPG,chilli_cold\healthy\IMG_4075.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,98f6fed2410fc941e3d365dc45dde9ba61c04a77d0a186d96905d645dff714f5
D:\CropDiseaseProject\chilli_cold\murda complex\IMG_5352.JPG,chilli_cold\murda complex\IMG_5352.JPG,murda complex,2,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,3a057e1bdebd06e9e33a9a973a7a32079b79c2317398f266f797979aaa306397
D:\CropDiseaseProject\chilli_cold\healthy\IMG_4179.JPG,chilli_cold\healthy\IMG_4179.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,e8b30200357cba053bb0a5d8da69e13fb340c8666314b840628626e02d6b4753
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5012.JPG,chilli_cold\cerocospora\IMG_5012.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,87709021578a758b01ecefcf6f9f340a2186f0019ad9e851c8269695ea86f0d4
D:\CropDiseaseProject\chilli_cold\healthy\IMG_3961.JPG,chilli_cold\healthy\IMG_3961.JPG,healthy,1,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,d2b48e1f59315c87821d4104ef86c4cf3508fcb78f1334bd96a63a7d7b3d44cf
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5233.JPG,chilli_cold\cerocospora\IMG_5233.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,f756ff6438422876b7936dc86d4759562f4f9f90bb2992aece47b40b3240eab2
D:\CropDiseaseProject\chilli_cold\powdery mildew\IMG_5593.JPG,chilli_cold\powdery mildew\IMG_5593.JPG,powdery mildew,4,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,ce87f3dce07d6caa74bda76e4a0198c7cb09997183a56ffc40c2735b7d0383e0
D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5302.JPG,chilli_cold\cerocospora\IMG_5302.JPG,cerocospora,0,Chilli_COLD_2024,ORIGINAL_IN_DOMAIN_TRAIN,9e0d4ff11ab3b53a9e8bd6db76ee8d2a57efe3a02ef553c1171e12b97b3fccb0
