evaluation_track,crop,dataset,source_dataset,file_path,true_label,true_class_index,predicted_label,predicted_class_index,correct,confidence,true_class_probability,top_2_label,top_2_probability,top_3_label,top_3_probability,ground_truth_quality,error_type
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Bacterial_spot\pd_real_tomato_bacterial-speck_01_zoom.jpg,Tomato___Bacterial_spot,0,Tomato___Early_blight,1,False,0.9896082282066345,0.0051211887039244175,Tomato___Bacterial_spot,0.0051211887039244175,Tomato___Septoria_leaf_spot,0.004903812427073717,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Sylhet-Tomato-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_0347_JPG.rf.2b716b4d55871bdd8ab15667086e8f48.jpg,Tomato___Target_Spot,6,Tomato___Early_blight,1,False,0.9895999431610107,8.676107086103002e-07,Tomato___Late_blight,0.010184074752032757,Tomato___Septoria_leaf_spot,0.00018848240142688155,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Sugarcane,cross_crop_tomato_to_sugarcane,Tomato Held-Out Test,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Late_blight\54b808b7-ab47-4ce0-992c-cc02588ec6a9___GHLB2 Leaf 8623.JPG,Cross-Crop: Tomato,-1,Yellow Leaf Disease,10,False,0.9895902276039124,0.0,Mosaic / Viral Disease,0.006029556971043348,Smut,0.001700663473457098,N/A,CROSS_CROP_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_153538.jpg,Tomato___healthy,9,Tomato___Late_blight,2,False,0.9891623258590698,0.004165241494774818,Tomato___Early_blight,0.006409529596567154,Tomato___healthy,0.004165241494774818,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_h96.jpg,Tomato___healthy,9,Tomato___Early_blight,1,False,0.989013671875,2.960663891826698e-07,Tomato___Late_blight,0.010222209617495537,Tomato___Septoria_leaf_spot,0.0007593454793095589,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0103.jpg,Tomato___Leaf_Mold,3,Tomato___Early_blight,1,False,0.9889318943023682,7.344863774960686e-07,Tomato___Bacterial_spot,0.010867745615541935,Tomato___Septoria_leaf_spot,0.0001014187655528076,MEDIUM,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_field_s-prasanth-kumar-young-scientist-awarded-presentation-2-728.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9888935685157776,0.0011429329169914126,Tomato___Septoria_leaf_spot,0.004486272111535072,Tomato___Early_blight,0.0028734703082591295,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Grape,realworld_grape,VINEYARD_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Black Rot\vineyard_00000053.jpg,Black Rot,1,Healthy Leaves,4,False,0.98884516954422,0.0001325115154031664,Powdery Mildew,0.010997031815350056,Black Rot,0.0001325115154031664,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Sylhet-Tomato-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_1136_JPG.rf.9b5aa66a76a7d7bc25338d96f64c230b.jpg,Tomato___Target_Spot,6,Tomato___Early_blight,1,False,0.9887079000473022,3.1121845722736907e-07,Tomato___Bacterial_spot,0.0071352701634168625,Tomato___Late_blight,0.0024585409555584192,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_sugarcane_to_tomato,Sugarcane Held-Out Test,D:\CropDiseaseProject\sugarcane_large\Diseases\Banded Chlorosis\image320.jpg,Cross-Crop: Sugarcane,-1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,False,0.9884282946586609,0.0,Tomato___Leaf_Mold,0.006881680339574814,Tomato___Late_blight,0.0034446455538272858,N/A,CROSS_CROP_FALSE_ALARM
TRACK_C_REALWORLD,Grape,realworld_grape,VINEYARD_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Leaf Blight\vineyard_00000041.jpg,Leaf Blight,5,Powdery Mildew,6,False,0.9883031249046326,0.00015431885549332947,Downy Mildew,0.006876643281430006,Healthy Leaves,0.004371066577732563,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_sugarcane_to_tomato,Sugarcane Held-Out Test,D:\CropDiseaseProject\sugarcane_maharashtra\RedRot\redrot (169).jpeg,Cross-Crop: Sugarcane,-1,Tomato___Late_blight,2,False,0.9882484674453735,0.0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.006500626914203167,Tomato___Early_blight,0.004971891641616821,N/A,CROSS_CROP_FALSE_ALARM
TRACK_D_CROSS_CROP,Tomato,cross_crop_chilli_to_tomato,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\cerocospora\IMG_5315.JPG,Cross-Crop: Chilli,-1,Tomato___Early_blight,1,False,0.9879454374313354,0.0,Tomato___Late_blight,0.012052171863615513,Tomato___Septoria_leaf_spot,2.260525434394367e-06,N/A,CROSS_CROP_FALSE_ALARM
TRACK_D_CROSS_CROP,Tomato,cross_crop_sugarcane_to_tomato,Sugarcane Held-Out Test,D:\CropDiseaseProject\sugarcane_large\Diseases\Yellow Leaf\Yellow Leaf813.jpg,Cross-Crop: Sugarcane,-1,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,False,0.9878827333450317,0.0,Tomato___Late_blight,0.01153823547065258,Tomato___Leaf_Mold,0.0005356009351089597,N/A,CROSS_CROP_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(16).jpg,Tomato___Septoria_leaf_spot,4,Tomato___Early_blight,1,False,0.9878709316253662,0.0007550379377789795,Tomato___Bacterial_spot,0.008570685051381588,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.002097037388011813,HIGH,MISCLASSIFICATION
TRACK_D_UNRELATED,Tomato,unrelated_non_leaf,OpenCV Standard Non-Leaf Benchmark,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\rubberwhale1.png,Unrelated / Non-Leaf,-1,Tomato___Early_blight,1,False,0.9877550005912781,0.0,Tomato___Spider_mites Two-spotted_spider_mite,0.0070451837964355946,Tomato___Late_blight,0.002282515401020646,N/A,UNRELATED_FALSE_ALARM
TRACK_D_UNRELATED,Grape,unrelated_non_leaf,OpenCV Standard Non-Leaf Benchmark,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\graf1.png,Unrelated / Non-Leaf,-1,Leaf Blight,5,False,0.9876396059989929,0.0,Bacterial Leaf Spot,0.01119284238666296,Esca (Black Measles),0.0011504325084388256,N/A,UNRELATED_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pd_real_1234080-Early-Blight.jpg,Tomato___Early_blight,1,Tomato___Late_blight,2,False,0.9875810146331787,0.009688845835626125,Tomato___Early_blight,0.009688845835626125,Tomato___Septoria_leaf_spot,0.002570963930338621,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_mosaic_virus\pd_real_tomato_virus_04_zoom.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Late_blight,2,False,0.9872843027114868,6.332129373794182e-13,Tomato___Early_blight,0.011860157363116741,Tomato___Bacterial_spot,0.0008001941605471075,MEDIUM,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_chilli_to_tomato,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4931.JPG,Cross-Crop: Chilli,-1,Tomato___Early_blight,1,False,0.9871368408203125,0.0,Tomato___Bacterial_spot,0.012594577856361866,Tomato___Late_blight,0.0002539119450375438,N/A,CROSS_CROP_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late-blight-tomato.jpg,Tomato___Late_blight,2,Tomato___Early_blight,1,False,0.9871177077293396,0.012760685756802559,Tomato___Late_blight,0.012760685756802559,Tomato___Leaf_Mold,6.170229607960209e-05,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Tomato,cross_crop_sugarcane_to_tomato,Sugarcane Held-Out Test,D:\CropDiseaseProject\sugarcane_maharashtra\Healthy\healthy (181).jpeg,Cross-Crop: Sugarcane,-1,Tomato___Late_blight,2,False,0.9868898391723633,0.0,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.013091831468045712,Tomato___Leaf_Mold,1.1548031579877716e-05,N/A,CROSS_CROP_FALSE_ALARM
TRACK_D_CROSS_CROP,Chilli,cross_crop_tomato_to_chilli,Tomato Held-Out Test,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Leaf_Mold\a6a109c7-b0f1-4475-8b50-22681c59a909___Crnl_L.Mold 6551.JPG,Cross-Crop: Tomato,-1,cerocospora,0,False,0.9866140484809875,0.0,nutritional deficiency,0.010595705360174179,murda complex,0.001525494852103293,N/A,CROSS_CROP_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_field_IMG_20251102_161617.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9864946603775024,1.1600400640077169e-08,Tomato___Early_blight,0.013494787737727165,Tomato___Target_Spot,4.644969067157945e-06,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Sugarcane,cross_crop_chilli_to_sugarcane,Chilli Held-Out Test,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4931.JPG,Cross-Crop: Chilli,-1,Pokkah Boeng,5,False,0.9864245057106018,0.0,Smut,0.011515149846673012,Red Rot,0.0011629094369709492,N/A,CROSS_CROP_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Septoria_leaf_spot\pak_field_early-blight-tomatoes-1200x746-1.jpg,Tomato___Septoria_leaf_spot,4,Tomato___Early_blight,1,False,0.9863905906677246,5.4437037988464e-07,Tomato___Late_blight,0.010567590594291687,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.002111233538016677,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___healthy\pak_Fig-2.jpg,Tomato___healthy,9,Tomato___Late_blight,2,False,0.9860489368438721,0.008642217144370079,Tomato___healthy,0.008642217144370079,Tomato___Early_blight,0.004253390245139599,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Grape,external_grape,GLDD-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Downy Mildew\gldd_5602331-PPT_jpg.rf.fe8cebfc9a493fd3148fa90a7ba95671.jpg,Downy Mildew,2,Powdery Mildew,6,False,0.9859970808029175,0.007716020569205284,Downy Mildew,0.007716020569205284,Esca (Black Measles),0.003685746109113097,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_110608-01-8356c-lg.jpg,Tomato___Bacterial_spot,0,Tomato___Early_blight,1,False,0.9859915375709534,0.0010209488682448864,Tomato___Late_blight,0.009133704006671906,Tomato___Target_Spot,0.003072010353207588,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Grape,external_grape,GLDD-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Downy Mildew\gldd_5602449-PPT_jpg.rf.9fddaaf9c1a45786d5c7e32816d3e6a4.jpg,Downy Mildew,2,Black Rot,1,False,0.9858893156051636,0.0009201767388731241,Leaf Blight,0.011830107308924198,Esca (Black Measles),0.0011776071041822433,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Grape,realworld_grape,VINEYARD_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000044.jpg,Esca (Black Measles),3,Healthy Leaves,4,False,0.9857147336006165,0.009092246182262897,Esca (Black Measles),0.009092246182262897,Leaf Blight,0.0028982777148485184,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___healthy\pak_field_IMG_20251102_161618.jpg,Tomato___healthy,9,Tomato___Early_blight,1,False,0.9856686592102051,5.733291175147315e-08,Tomato___Late_blight,0.007356144953519106,Tomato___Bacterial_spot,0.004279905464500189,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Grape,external_grape,GLDD-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Powdery Mildew\gldd_4046e66d-1078-4435-ae80-375541e7f722_jpg.rf.bcd7546362feb5820352e8f30a3863a2.jpg,Powdery Mildew,6,Healthy Leaves,4,False,0.9855698943138123,0.0012409279588609934,Esca (Black Measles),0.013065086677670479,Powdery Mildew,0.0012409279588609934,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Chilli,cross_crop_tomato_to_chilli,Tomato Held-Out Test,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Septoria_leaf_spot\e65190f0-97e9-44a6-bcb8-9fe7d42e9200___Matt.S_CG 7413.JPG,Cross-Crop: Tomato,-1,cerocospora,0,False,0.9855555295944214,0.0,murda complex,0.011038792319595814,nutritional deficiency,0.0020087379962205887,N/A,CROSS_CROP_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_Fig.%2016_opt.jpg,Tomato___Leaf_Mold,3,Tomato___Late_blight,2,False,0.985519289970398,2.624458102218341e-05,Tomato___Early_blight,0.014453930780291557,Tomato___Leaf_Mold,2.624458102218341e-05,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Grape,external_grape,AI-Challenger-2018-Grape,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\grape\Esca (Black Measles)\baliwaka_00000027.jpg,Esca (Black Measles),3,Healthy Leaves,4,False,0.9854230880737305,0.0001248574408236891,Powdery Mildew,0.012867988087236881,Downy Mildew,0.001200449070893228,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_mosaic_virus\plantdoc_DSC02246.JPG.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Early_blight,1,False,0.9853764176368713,5.2412241489058567e-17,Tomato___Bacterial_spot,0.009314069524407387,Tomato___Late_blight,0.005223434418439865,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Septoria_leaf_spot\pd_real_sept4disease-019.jpg,Tomato___Septoria_leaf_spot,4,Tomato___Bacterial_spot,0,False,0.9853345155715942,0.005703943315893412,Tomato___Early_blight,0.008906878530979156,Tomato___Septoria_leaf_spot,0.005703943315893412,HIGH,MISCLASSIFICATION
TRACK_D_CROSS_CROP,Grape,cross_crop_tomato_to_grape,Tomato Held-Out Test,D:\CropDiseaseProject\tomato_plantvillage\Tomato___Spider_mites Two-spotted_spider_mite\89f2d406-7506-4cd0-b075-cdbba849d8a8___Com.G_SpM_FL 8897.JPG,Cross-Crop: Tomato,-1,Healthy Leaves,4,False,0.9843658208847046,0.0,Black Rot,0.014205451123416424,Esca (Black Measles),0.0005761657957918942,N/A,CROSS_CROP_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_mosaic_virus\plantdoc_dummen-tmv.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Late_blight,2,False,0.9838923215866089,5.428126836903857e-10,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.013179524801671505,Tomato___Target_Spot,0.0019155414775013924,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_gray-mold-on-tomato-leaf.jpg,Tomato___Early_blight,1,Tomato___Late_blight,2,False,0.9838843941688538,0.015718409791588783,Tomato___Early_blight,0.015718409791588783,Tomato___Septoria_leaf_spot,0.00022782247106079012,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Septoria_leaf_spot\pd_real_0.jpg,Tomato___Septoria_leaf_spot,4,Tomato___Early_blight,1,False,0.9835772514343262,1.0110218681802507e-05,Tomato___Late_blight,0.016033092513680458,Tomato___Bacterial_spot,0.0001921298389788717,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_140714+%2811%29.JPG.jpg,Tomato___Septoria_leaf_spot,4,Tomato___Late_blight,2,False,0.9835485816001892,0.003904462093487382,Tomato___Bacterial_spot,0.009194612503051758,Tomato___Septoria_leaf_spot,0.003904462093487382,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___healthy\pak_HL_(31).jpg,Tomato___healthy,9,Tomato___Late_blight,2,False,0.9835283756256104,0.00026545184664428234,Tomato___Early_blight,0.016077017411589622,Tomato___healthy,0.00026545184664428234,HIGH,MISCLASSIFICATION
TRACK_D_UNRELATED,Grape,unrelated_non_leaf,OpenCV Standard Non-Leaf Benchmark,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\smarties.png,Unrelated / Non-Leaf,-1,Bacterial Leaf Spot,0,False,0.9833879470825195,0.0,Black Rot,0.007990763522684574,Esca (Black Measles),0.007177828811109066,N/A,UNRELATED_FALSE_ALARM
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_field_IMG_20251102_161543.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9833118915557861,0.0001230597699759528,Tomato___Early_blight,0.0164958406239748,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.0001230597699759528,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,INTERNET_PLANTDOC_TEST,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pd_real_black_leaf_mold_in_zina_tina.jpg,Tomato___Leaf_Mold,3,Tomato___Late_blight,2,False,0.9827698469161987,1.822015747166006e-06,Tomato___Early_blight,0.00935145653784275,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.006194422021508217,MEDIUM,MISCLASSIFICATION
TRACK_C_REALWORLD,Grape,realworld_grape,VINEYARD_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Leaf Blight\vineyard_00000060.jpg,Leaf Blight,5,Powdery Mildew,6,False,0.9821972846984863,0.00012846331810578704,Downy Mildew,0.01582985743880272,Healthy Leaves,0.0010541401570662856,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454507962.jpg,Tomato___Septoria_leaf_spot,4,Tomato___Early_blight,1,False,0.9821871519088745,1.2939317457494326e-05,Tomato___Late_blight,0.01690978929400444,Tomato___Bacterial_spot,0.000779035035520792,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_Bacterial_spots1300.jpg,Tomato___Bacterial_spot,0,Tomato___Early_blight,1,False,0.9820828437805176,0.005486364476382732,Tomato___Septoria_leaf_spot,0.012210759334266186,Tomato___Bacterial_spot,0.005486364476382732,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,PlantDoc-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_mosaic_virus\plantdoc_d41c86a650e49b8066d6b347d8e9d3ad.jpg,Tomato___Tomato_mosaic_virus,8,Tomato___Early_blight,1,False,0.9819955825805664,5.619609171856081e-15,Tomato___Septoria_leaf_spot,0.01683523878455162,Tomato___Late_blight,0.0009568734676577151,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Early_blight\pak_Diseased-Tomato-Plant.jpg,Tomato___Early_blight,1,Tomato___Late_blight,2,False,0.9818000793457031,0.018186476081609726,Tomato___Early_blight,0.018186476081609726,Tomato___Tomato_Yellow_Leaf_Curl_Virus,6.8001554609509185e-06,HIGH,MISCLASSIFICATION
TRACK_D_UNRELATED,Grape,unrelated_non_leaf,OpenCV Standard Non-Leaf Benchmark,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_d_unrelated\cards.png,Unrelated / Non-Leaf,-1,Healthy Leaves,4,False,0.9817980527877808,0.0,Esca (Black Measles),0.014005571603775024,Powdery Mildew,0.002169170416891575,N/A,UNRELATED_FALSE_ALARM
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_DSC_3019_320x209.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9813866019248962,0.007533476687967777,Tomato___Early_blight,0.011040447279810905,Tomato___Tomato_Yellow_Leaf_Curl_Virus,0.007533476687967777,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_534ddf3a932e62dd929a3ac1b29bfa29.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Early_blight,1,False,0.9813175797462463,0.00013907963875681162,Tomato___Late_blight,0.01486088428646326,Tomato___Target_Spot,0.0034055199939757586,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Tomato_Leaf_Disease_Dataset_Pakistan,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Tomato_Yellow_Leaf_Curl_Virus\pak_IMG_20251102_155041.jpg,Tomato___Tomato_Yellow_Leaf_Curl_Virus,7,Tomato___Late_blight,2,False,0.9810570478439331,0.0011339577613398433,Tomato___healthy,0.011646997183561325,Tomato___Early_blight,0.004171951673924923,HIGH,MISCLASSIFICATION
TRACK_B_EXTERNAL,Tomato,external_tomato,Sylhet-Tomato-Dataset,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Target_Spot\rk_sau_IMG_0347_JPG.rf.5f6f56cb0c4004953b2b22b897cd099d.jpg,Tomato___Target_Spot,6,Tomato___Early_blight,1,False,0.9810144901275635,1.8441706970406813e-06,Tomato___Late_blight,0.018327008932828903,Tomato___Septoria_leaf_spot,0.0006186068640090525,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Tomato,realworld_tomato,FARMER_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late-blight-TomC2-10.jpg,Tomato___Late_blight,2,Tomato___Early_blight,1,False,0.9807213544845581,0.019166143611073494,Tomato___Late_blight,0.019166143611073494,Tomato___Target_Spot,6.181863864185289e-05,HIGH,MISCLASSIFICATION
TRACK_A_INTERNAL,Chilli,chilli_cold,chilli_cold,D:\CropDiseaseProject\chilli_cold\nutritional deficiency\IMG_4869.JPG,nutritional deficiency,3,cerocospora,0,False,0.9801919460296632,0.0026769379619508,healthy,0.0167567729949951,nutritional deficiency,0.0026769379619508,HIGH,MISCLASSIFICATION
TRACK_C_REALWORLD,Grape,realworld_grape,VINEYARD_FIELD_PHOTO,D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\grape\Esca (Black Measles)\vineyard_00000055.jpg,Esca (Black Measles),3,Healthy Leaves,4,False,0.9799861311912537,0.0009463165188208222,Powdery Mildew,0.018799567595124245,Esca (Black Measles),0.0009463165188208222,HIGH,MISCLASSIFICATION
