image_path,relative_path,crop,class_label,ground_truth_quality,source_type,source_url_or_description,sha256_hash,notes,hash_collision_check_passed
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_gray-leaf-spot-300x225.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_gray-leaf-spot-300x225.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),485aa250351c68755783b14c6f12a2360d984f9f887f3f09696cb32043360c82,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_gray-mold-on-tomato-leaf.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_gray-mold-on-tomato-leaf.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),3b916951802ac916268ffbb8201605d77d0d4e573adfd4c82bb37ddacc92cde0,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_halleck_tomato_earlyblight__inline-half.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_halleck_tomato_earlyblight__inline-half.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),dab4afc0ccde1fbb391f8c0e6f3da190ea3565eb66457ea7e2355f712c443e0e,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_images.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_images.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),ea3e1360ea4d80f0998da71a1c276ee609e71f43bffed410095dd98b98be7c34,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_153119.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_153119.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),aefeecf405633721876c6dc602f1d6838a10dab3e165d3f00a84332cc37c870d,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_153239.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_153239.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),7b64b619fe895e30cdc551338a08b317582a6fa4dfcbba1a0f435fc9f4fc230a,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_153246.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_153246.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),4a23100c362b5416eccf8baeb59da7c3e21450eaeaa3ded32d7a4cbf33f17aec,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_153620.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_153620.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),9f7ca08021f216b524b68487a8721b5d03b12d6e6a64be40e8196cae19d9fd04,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_154008.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_154008.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),d209d57f147b3bad515c2c0570fbda9e297f43ea6c3f11a67f6c8de8d24ce3de,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_154702.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_154702.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),f8175f12b95fb96214a5f5ea5dd61305bd92df253e993e7a78c8dc83d3b97eb2,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_154710.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_154710.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),16744c8086d717428d85fcc2f8ada41897ab787a57610ce348f1a862c5132e85,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155059.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155059.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),cc63d844aa5208fda1d0d4bdb2b010419dab0abd621d84869fdb824b0502557a,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155133.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155133.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),d7b7f6632f312802b10ca7a9defc71f04b12e53a82d91f9958911e0267e02d08,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155138.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155138.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),84b81400c0545e8b1484f88239385ac59eb5b293863cea1043c19c692d64e073,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155144.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Early_blight\pak_field_IMG_20251102_155144.jpg,Tomato,Tomato___Early_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),5cd3e0ce69be97e5e79db901e7b51fb43f24426fe8a00ba9fe980b58ebb7bb7d,Farmer field photo with hand holding leaf / weed background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late_blight_tomato_transplant2x1200.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late_blight_tomato_transplant2x1200.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),6966160097c74973e47af258ad4fcd63a4790f8efeda4c2feb6de15285e761b9,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late_jpg.rf.f64883c6ac50eb4f477851ddc23305e8.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late_jpg.rf.f64883c6ac50eb4f477851ddc23305e8.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),c6b8c78f3f6e5b559ca83926e6ef961d9ad6b08d10c2fc195cadaa2116140c9e,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Lateblight_jpg.rf.8edd47a7a725047f37d3023b985615ec.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Lateblight_jpg.rf.8edd47a7a725047f37d3023b985615ec.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),2b48d5f2d98b8792309d38aeb13d2d9fb2fa678a25fe65dc76f613dfde367777,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-Blight-56a34bc55f9b58b7d0d15210_jpg.rf.034b4a46ee6c29d40c358a6b3b6ea22d.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-Blight-56a34bc55f9b58b7d0d15210_jpg.rf.034b4a46ee6c29d40c358a6b3b6ea22d.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),d7ec97dd11b29fed41a135336b3a4328319fd62edecebaf165aa78b41a9265ae,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_lateblight8_jpg.rf.ed3080de5a06831f5546e3ea3d9ff7a3.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_lateblight8_jpg.rf.ed3080de5a06831f5546e3ea3d9ff7a3.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),ed7b7dae7b574221e85f86e14b511d6c54feeb16a1dfef13a13a02444716df27,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-Blight-A_jpg.rf.404bd45f3ea0a9664009b604aa4f0130.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-Blight-A_jpg.rf.404bd45f3ea0a9664009b604aa4f0130.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),e13e2108f7d15775a0f0b9ccf0260a969e308d5da45782245b862ddf0f3fdce8,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-blight-foliar-leasion-on-tomato.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-blight-foliar-leasion-on-tomato.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),9567fdeaa51c7770775c6a12d993ed54b8857bd7a7ce9a57d1d194d0e9acc3f4,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_LateBlightLeaf.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_LateBlightLeaf.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),e2a5a8fa44b401240bc20e971371df722267115731d247373489258e78c54f3c,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_LateBlight-Leaflet-Large-Spot_9005-ROTATED-sbzntn.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_LateBlight-Leaflet-Large-Spot_9005-ROTATED-sbzntn.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),4fcf9d49b5a47364965b175ad10266aebc75d32bb98e3f2f380d89c8cbd85c98,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late-blight-leaves_jpg.rf.65d0be6c33fdefb7b0846cf58b09cd6a.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late-blight-leaves_jpg.rf.65d0be6c33fdefb7b0846cf58b09cd6a.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),82c994793584c05faa768e77d8c8682a575d256ec2877c76df86fb6e204fc86f,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-blight-on-a-tomato-leaf.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-blight-on-a-tomato-leaf.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),f6734228a16bcb0736284aa6dfcd6a0b1b2b8e3aa412820dc1a21dfd08f3473b,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-Blight-on-Tomato-4JDill.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-Blight-on-Tomato-4JDill.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),c13e63b73f74512f9dddf4e5aa558d96eff7406164e5d22f0d17225027766576,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-blight-symptoms-on-tomato-leaves-1r3uhy2.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-blight-symptoms-on-tomato-leaves-1r3uhy2.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),23f1b3eb30a0a7a33c0bca7a94d448820bbecba9d52d9c23723cb921d3265675,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_lateblightTom_lesion.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_lateblightTom_lesion.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),d89d0b34579e6551c854e72a0f5b59389cffc59ee0ebee3bb98c95ce19029f64,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_lateblightTom_lesion3.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_lateblightTom_lesion3.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),5c1914d9fb4714604f97b77a58c55154e6bc48a5f584187f2309b6d387e6094c,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late-blight-tomato.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late-blight-tomato.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),581d5ada2960ceb22f3e6620fda6e2bd5724b12c33f86b77b2a6b3b73feda445,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_LateBlight-Tomato-JJ-2009-17nxg4q.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_LateBlight-Tomato-JJ-2009-17nxg4q.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),6a8ce87008be630aaf9153b16e33bf11b427ea982f9c02a9af247d35193052cf,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-blight-tomato-leaf-VikramBisht-MBag.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_Late-blight-tomato-leaf-VikramBisht-MBag.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),eb5516991ec41a37567f24067f33fa3af88485c807fde03ce09e7373cd334eb2,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late-blight-TomC2-10.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_late-blight-TomC2-10.jpg,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),0ce156b3c208b908f8e47c549f026f509a48d70f9b4dfc891647ca703b88310e,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_LB___277_.JPG,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Late_blight\pak_field_LB___277_.JPG,Tomato,Tomato___Late_blight,HIGH,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),e191d4a592074aa2c81cdce74b3fc981a25c8088175dcd91bbcbb7f86cf35086,Field photo showing late blight lesions with soil background,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0073.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0073.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),b251e0c32c9bd011d4b80fa154d98804a5bb5ad08017398eaa884cbe4219891a,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0078.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0078.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),3f21bd72c88e2f298a1cb25e27b8b24d1ad0b030aaa3504a02935cbde7ff0d2d,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0099.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0099.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),b455882d89e1c1843f490f8ed3f4c016afa5e62f6a53c51f627813cfe608d341,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0102.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0102.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),8f6a6e3674e153368e1f1ec0f2ba3f1cdbf5e688de642d98fc56cfe3294ee3f6,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0103.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0103.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),b576f01e8c117ce5bee7f329ac0f53959d85cca764bbf170f9bc8f48745e7d55,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0105.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0105.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),30aeef50ae978678ce425339d937bb427a5c667aa4d670a8e923bdc4e50d1a92,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0106.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0106.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),2e27c6dee8954e2c8ecd0df3819a3aba611885ed14c5ba7b28fc5d03f180cdc3,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0107.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0107.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),8bea04a4d3dc6cc7d69994002f6b38a0ca4d5fdc5005035962c928824def0e3a,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0108.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0108.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),4aad036e2fcf84dbcc44a9cb4200a20402f7e9bbc319f13a4dbe58c662c9824f,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0109.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0109.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),207407ac85dfb5ea02554e3060c344e9d8cfc5c2096b65c6c5a4762f5a9d4b8e,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0110.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0110.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),05f703040f7deba235a932921a7f4e6fab4638ebff2e562fbd993b7fb73b3bd3,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0114.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240724-WA0114.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),efeba65a82ede4c68625f938e2dd6660e0506895171bc4a97f2f33fd2a8510a7,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240725-WA0017.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240725-WA0017.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),a96a8f2ae8c56086f1ffd00033611646604ddab1c2f3f07c9ab417cd626607dc,Field photograph of leaf mold under bright direct sunlight,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240725-WA0018.jpg,results\model_robustness_audit\audit_images\track_c_realworld\tomato\Tomato___Leaf_Mold\pak_field_IMG-20240725-WA0018.jpg,Tomato,Tomato___Leaf_Mold,MEDIUM,FARMER_FIELD_PHOTO,Pakistan Field Tomato Dataset (Farmer Field Mobile Photos with Clutter),584c05d7c56611d458bfa3fc5d0e07f311117258e9c63b39289934b03385fd6b,Field photograph of leaf mold under bright direct sunlight,True
