image_path,relative_path,crop,class_label,source_dataset,source_url_or_citation,sha256_hash,hash_collision_check_passed
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0068.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0068.jpg,Tomato,Tomato___Leaf_Mold,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),19975f26da3f24323a4dbbc5adb3dd5d427674d2e0309269c6fddaddc01ea328,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0071.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0071.jpg,Tomato,Tomato___Leaf_Mold,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),5ceb3b90090a0a7cdb8ffc8cda9376dff0b07fa9e3c5e4257f25e8fdb9b7874c,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0072.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Leaf_Mold\pak_IMG-20240724-WA0072.jpg,Tomato,Tomato___Leaf_Mold,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),4991ecf5308abcf1628c6dce4b845f3d0d3d4ea8083e15ee4435d3d651878968,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1058_0.jpeg_itok=OQkdtxgv.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1058_0.jpeg_itok=OQkdtxgv.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),76768246f4d25f6a8acb5ca05f3c5e2f0bfe4804f8ec61ab7d5948d2e4419ab9,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_128110613-56a6d3633df78cf7729070ad.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_128110613-56a6d3633df78cf7729070ad.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),9b6ce8f0e3b4cfd7bb9f4235ef5cff30f7a3d1da27be970612424a0ae1b3c5ef,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_12July_mwnews_3-C.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_12July_mwnews_3-C.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),9d371a6c63fb291698ee47aa1c65fb0d2abb751b44df44db1c7570bc3f7a1f05,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_140714+%2811%29.JPG.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_140714+%2811%29.JPG.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),415d67394b5ba63eeb5eb3e3c2b5bad457545ab95d36e371e668b932efc2fb54,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454505812.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454505812.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),fe322c4e3226421dfd305c7e217052728a509db2930f04c6b9f3fe90ae8cbaed,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454507354.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454507354.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),2ce45be86100ed5e8cc474c9bce79c44791e2d1fa3593549065e9fe766fb02e9,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454507465.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454507465.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),bace47f5ec82591395af5f9054c25251ece2407e9c575b394dcc319ad75d0342,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454507962.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1723454507962.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),2fac967a5d8e49caecb48fef662388fb314048704db2c0d5b91887c53cae02c2,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1b.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1b.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),2ba273ad1fa959fd5705eb4274baecadf5c39a55d54f39a4344edaedc4f53f7d,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1c421500ddd390c90596ad2cf12d5429.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_1c421500ddd390c90596ad2cf12d5429.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),31a8c886603b4e14ea3d20bb67ce59389da1b0f684b3284505621ecb7161e236,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_20809116-standard.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_20809116-standard.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),68a214f97d997eb65dc191ff009ef9cfe6dab7b6f569c4beac2cd2be4f8950f8,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_4853086777_bc41d29801.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_4853086777_bc41d29801.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),7b44d0636ca3600d5b7dbeef3b51e251893067ac78b22e85440cb23815967598,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_49-Septoria-leaf-spot.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_49-Septoria-leaf-spot.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),fc1dd18fde4b5e52b40149547a94149c8248fe5d4735ad212ba5604a11953ac9,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5008922249_880e15c21f.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5008922249_880e15c21f.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),58d1e1c5162aa77793d860f9f2cb0ee45e4bf9123ac33980ab87719ca9ba3b4a,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5454635393351680.jpeg.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5454635393351680.jpeg.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),2d1dd4ee62ac32d32a27772ca50d261ad1d8484f7d2866fc378e4c82d2c9a183,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5775225744523264.jpeg.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5775225744523264.jpeg.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),94a8ea8452cec2540ead310d93a6375e371b9b7e5077b7614044ec430a03606e,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5866245865865216.jpeg.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5866245865865216.jpeg.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),2eeff12c4b6713ac39e44150ad91538626044a11610c33738c2b5ef4773ff70e,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5c77186a4ea326e5495c9d03cd89ce16.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_5c77186a4ea326e5495c9d03cd89ce16.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),4e8b0be6e1ebb25c470537f1601dd510bf7aefe99e3236b70a3ec90e247d69f7,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6+1+09+019.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6+1+09+019.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),d9970657c1755a2ff6803e6f238a1a9a3d3ec835eda621404e22cff9ab8b153b,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6078710516023296.jpeg.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6078710516023296.jpeg.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),7da5d22387c0bed19befb6abef6adfafc3b790607594832d8a224a36a948b918,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6242739939180544.jpeg.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6242739939180544.jpeg.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),386c07ac0ead76fb91a38688798c9572dc4798693365a39f661e2618ac1476f7,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6336392950972416.jpeg.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_6336392950972416.jpeg.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),f97eba2bde35021e63dda68ddcf0160aa8070142ed5654308bf58d411ebd26d7,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_66e7583ebe11cf0bd06435e4167bd4fd.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_66e7583ebe11cf0bd06435e4167bd4fd.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),f375f980eed0aa524b8130d0449c8239620f302593a65befbe083cb1808353bc,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_71c944d61b08f6373a9a38d3c250cb2e_jpg.rf.a329e53178be5dc3b85f3a36074cfae7.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_71c944d61b08f6373a9a38d3c250cb2e_jpg.rf.a329e53178be5dc3b85f3a36074cfae7.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),9d5ff5b9cf9d9b9600be4ba08f659861ff66f5a1e62240ec67c7be8828045d1f,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_BCH%20medium%20thumbnail%20for%20upload%20%2861%29.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_BCH%20medium%20thumbnail%20for%20upload%20%2861%29.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),f645b9bf98b04eb4b3b9eb676f0522b16717429d0e4ebd5837febd681bfdbd4c,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_Bean-rust-on-leaves.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_Bean-rust-on-leaves.jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),85b702cb6875f9eb76b00332ac5205d46056302b38618912090b3952a82f8779,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(16).jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(16).jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),ad58b81b4efb75dab014cfd52f1a36f5a6aa5cccb2459f4a08fed3478bf0017b,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(22).jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(22).jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),375244fd47978c73c1c7da2afb50df359e8b496cb20500f09ed02fa984e3ad62,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(23).jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(23).jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),1989e34c3dd3cdf8d2867d6f2e8cfd0f8f45ab096264856776b049b243489396,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(969).jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Septoria_leaf_spot\pak_EB_(969).jpg,Tomato,Tomato___Septoria_leaf_spot,Tomato_Leaf_Disease_Dataset_Pakistan,Kaggle/Mendeley Pakistan Tomato Leaf Dataset (Farooq et al.),e6893f4af1ef2017d83bb63b027397b20d3d519592db2a46777b09d942786275,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_05-069f1.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_05-069f1.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",af89fc57e6dc5f105682bf3366e601e41406817bbea5afe180f3562b4aab5114,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_05-069f12.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_05-069f12.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",95a9c6ab4bf076ba3f77c11e0a5b65b5cbda0924990158ddf04e995e9ad9b6f5,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_05-069f9.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_05-069f9.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",ef8fbeff2c3c0638d7b16a232fcb5983851b3df4ec9a44010912089fd7211316,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_10-3-bacterial-speck-on-tomato-RON.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_10-3-bacterial-speck-on-tomato-RON.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",509fcba9727f69d69bc217dbfa7e8203e67b4739b8ae836d0b1978f008d7960d,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_110608-01-8356c-lg.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_110608-01-8356c-lg.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",73715afcb46446f61d12cf201809f158c1cc62f0578cbe1ed1a1ed42bc269125,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_13582051_f520.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_13582051_f520.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",81bac0a41b4adeb1264055b30f0c3910c7e915880fac3e52b29b38ca612f8456,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_250_cb_20100819110637.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_250_cb_20100819110637.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",2d25dc83d793494f55bd1174b7f196ea0dd8ea9a2750ff1f58ceb6ccd4ed73d8,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_266914753eb19d87b80567baed1a0f66.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_266914753eb19d87b80567baed1a0f66.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",430fd0b508350dcb3013fb773ea273b4efb6c1abca487a8a0686537c33be5e24,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_30290.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_30290.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",d8227ac67f714be5fe44607769df4b670dd60c3df698737b45560243c40be457,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_3182.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_3182.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",90b0a3c33a0bf595acbac5748fd97854690b27a80ac95e1bbdc95c5c8955112f,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_38849847120_7ae02bd6c3_b.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_38849847120_7ae02bd6c3_b.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",246e987e63742f3418af56e388bdf5d2bcb0ebdf284b51aad750886714835294,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_39765006175_e2f0da764d_b.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_39765006175_e2f0da764d_b.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",6b0da82469b58b768b1a49d0bb00f710b8b90aacdafc860f3b79afa3263217e6,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_3bacterial-canker1.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_3bacterial-canker1.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",6800aeb5aa057948a5e35a81c86797c864cb8d640efd6c53b2e80c09bd7cd755,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_4-6_20Keep_20bacterial_20diseasesMARY_20-_20D.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_4-6_20Keep_20bacterial_20diseasesMARY_20-_20D.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",0c8e75f2dd9733a21bfcd21d947261f8cc3b775e6840c21098c8951b4f2b0f1e,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_5114949114265600-600x272.jpeg.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_5114949114265600-600x272.jpeg.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",1d5bb4242bc6a9717124e5604408b3d8bdbd76a8d4d9bcc463421a9116d447c6,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_59380.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_59380.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",39f304b8ca118c553846dcb91e5b63e472fdc91531d907199f788973e703527f,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_71c944d61b08f6373a9a38d3c250cb2e.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_71c944d61b08f6373a9a38d3c250cb2e.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",0e85c5a4ff44b49c58499db420b64865edb02dd2a9b0ed42658f836268c08a98,True
D:\CropDiseaseProject\results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_BCH_20medium_20thumbnail_20for_20upload_20_2814_29.jpg,results\model_robustness_audit\audit_images\track_b_external\tomato\Tomato___Bacterial_spot\plantdoc_BCH_20medium_20thumbnail_20for_20upload_20_2814_29.jpg,Tomato,Tomato___Bacterial_spot,PlantDoc-Dataset,"Singh et al., PlantDoc: A Dataset for Visual Plant Disease Detection in Natural Field Conditions, ACM CoNEXT 2019",89dfb16890bdf8ea7730d3d1e928782389d4fb0da4a1c4da0d04126b73971aaf,True
