dataset,class,file
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4af641e9-7960-4c73-a32c-6373d1f341d0___GH_HL Leaf 489.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4b51a704-643f-4de4-9da9-55fceb24fe42___RS_HL 0155.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4b8bc1e8-30e5-41ef-871e-0661d521418d___RS_HL 0445.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4b9bc37a-a9af-4e3f-a4e4-1e6cfb79c673___RS_HL 0262.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4bd918e2-ac0a-41b4-b1a0-f1bb799a309c___RS_HL 9846.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4c0fe9e1-bbe4-40dc-8a83-97a437693a23___RS_HL 0228.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4c2c45b2-7e33-4b1d-9125-b14b5ccafedd___RS_HL 9991.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4c3bf302-573e-4240-9d67-60412ea836d0___RS_HL 0254.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4c70f748-028a-49d2-92b6-3bf77d33bb9e___RS_HL 9786.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4ce3098b-aad2-4e5b-8f3b-fd827cad2c0b___RS_HL 0026.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4ce6844e-2a92-47aa-9115-0eb1a9a0611c___GH_HL Leaf 464.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4d374048-0e08-4a09-ae57-e83f8e64082b___RS_HL 0564.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4d82bf50-5e71-4597-8684-6db7300e0cd4___GH_HL Leaf 316.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4de74e9a-e32a-467a-b6fd-512a16a09d22___GH_HL Leaf 329.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4e3e2f5a-04a7-4142-aad1-acfa13344e33___GH_HL Leaf 358.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4e3f33a1-04a8-4d15-b36c-f757800f766f___RS_HL 0556.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4e4e685a-6f47-44df-957c-b667a1a5034e___RS_HL 9938.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4e67dd9d-8a92-4b30-bb08-2e30d34acde7___RS_HL 0245.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4e88356d-0238-4f3c-b718-34bddc184407___RS_HL 0136.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4e8e1275-37a2-48fa-84cb-96ffa0824571___RS_HL 0574.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4ec0267c-4606-47bf-ad7e-5e087dc4aef1___RS_HL 0187.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4ed0a372-fe3d-49a6-82a1-2e904e6c66e3___GH_HL Leaf 200.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4ed59995-6214-4996-b98b-750e85433920___GH_HL Leaf 474.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4ed95a13-f09b-452e-84d0-b4b6a94a022d___RS_HL 9975.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4f09b157-f5d2-4f99-ac0a-1be52cc7a27d___RS_HL 0402.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4f256237-9e94-4703-b128-8e91ffac8075___GH_HL Leaf 364.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4f334ff5-0f0a-4d15-8760-448bebddd4f2___GH_HL Leaf 527.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4f8ac9da-206a-40e3-b647-f691dcda931e___RS_HL 9819.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4ff18566-4ef0-4492-85c6-5f8c94a2c20f___GH_HL Leaf 418.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\4ff86e18-434e-4d1d-819c-c40c908e064a___RS_HL 0273.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\500f0eb8-4141-454e-a186-68350293b2ce___RS_HL 9905.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5015e0d2-a6e3-4859-aceb-78089d1b60f7___GH_HL Leaf 186.2.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\502bbd0a-8c84-4723-8e16-446655d5563d___RS_HL 0423.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5044fab8-1e1b-4f9c-a477-3ee8497d0c75___RS_HL 0287.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\505465db-407b-4e0a-8110-7479dad5261c___GH_HL Leaf 389.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\50653809-a548-4b7e-898d-6e3dac85ac8d___RS_HL 9855.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\509601a4-652c-4666-bb90-44e4a6d98062___RS_HL 9764.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\50a1376a-3a56-40b5-9f95-614689509505___GH_HL Leaf 413.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\50ac802c-b814-4faf-b0d5-a7bc012747eb___GH_HL Leaf 315.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\50aebd46-fc21-4954-b2d7-729b02a849b1___GH_HL Leaf 194.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\50c710e2-ad13-4b3a-a829-65d51ead21ff___GH_HL Leaf 269.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5104e988-bef6-45fe-9677-095a045239ad___GH_HL Leaf 449.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\513e1e06-d736-4317-b86b-73464b111958___GH_HL Leaf 385.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5153c319-4ab2-4ad0-af02-37219b0766d3___GH_HL Leaf 500.3.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\51c29eaf-bd3a-427b-8ff7-ef970131ba95___GH_HL Leaf 345.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\51e66b4b-c192-432f-bc52-d1c86a8da427___GH_HL Leaf 397.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\51fda747-5f6a-4870-a874-2a53f706c015___GH_HL Leaf 220.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5216e02b-891f-4b00-9768-73f13e6d8ebf___GH_HL Leaf 433.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\522cba8a-8cf7-4d39-a73e-0602ab6fc71f___RS_HL 0288.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\52325034-c2a2-4f00-b49d-e67cafcd2828___GH_HL Leaf 399.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\525c2813-206e-40ee-80a2-83b56ef45b13___RS_HL 0547.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\530faba8-67fa-45bc-8aad-353f879b224c___GH_HL Leaf 462.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\532a6e3c-5dd5-4adf-9bc0-c13551dae536___GH_HL Leaf 354.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\53471454-9f9a-4182-91a3-c2c6c1268c56___RS_HL 0209.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\534e4d2c-e2cc-4448-9181-95b9af3ff56a___RS_HL 0198.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5393abd2-b4e2-4af2-94d4-c52c919fc157___RS_HL 0322.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\54059d2e-8903-4cf1-9856-676620a5be93___GH_HL Leaf 484.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5418b9ca-804d-4219-8272-805c0d78c28b___GH_HL Leaf 404.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\541d6033-1cc7-4c86-a37b-423bc08d25a7___RS_HL 9973.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5422b428-b58a-4276-a79c-79d1c3ca7aa2___RS_HL 0123.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\54a6ab64-9e7f-4126-8497-857c7c339a80___RS_HL 0461.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\54bb7e75-5b69-4777-ad28-6a676e5fd46d___RS_HL 9631.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\55204bbf-7eb5-488c-bcbd-e13f81953b57___RS_HL 0021.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5546f7a3-67af-432a-9a09-35f02e6cc741___GH_HL Leaf 216.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5575d52c-a773-41fa-a7bc-a09c1ad912f2___RS_HL 0353.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5576cac9-71e4-4ec3-96bd-9b5cfa94fef4___GH_HL Leaf 267.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\55bcfcce-70f4-4634-8107-0a8207da2b14___GH_HL Leaf 317.2.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\55d65bad-6553-42a7-916d-6276b3da83b2___RS_HL 0459.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\560b8340-b487-4bd9-aac1-37b0f4711444___RS_HL 0277.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\56821d0b-8d8c-47ed-9754-3c16c9c97cb8___GH_HL Leaf 286.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\568ae2e1-f63e-40f1-ac27-dac9fea86277___GH_HL Leaf 246.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\56a12dcc-cd88-47c3-97b2-8c3a33f7dba2___GH_HL Leaf 370.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\56f87203-cfd4-4e2c-b2d7-df17983d8267___GH_HL Leaf 374.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5733d6bf-494a-4da8-a15f-5903f4f05807___RS_HL 0259.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\574dab67-daab-46c8-918f-beb10b427cd5___RS_HL 9974.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5785f4a6-39d9-40d9-bf57-2d41ed94518b___GH_HL Leaf 309.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\579cec1c-8304-4b8c-84bb-be54a7e8c93f___GH_HL Leaf 367.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\57b5d4cd-150b-4441-a535-8176fc1f97d7___GH_HL Leaf 197.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\583238e5-392b-40ef-9bbe-be54bda61477___RS_HL 9869.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5853fc45-5ce0-4b2c-a36e-18eda75a97c6___RS_HL 9632.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5876e77a-8598-418c-bae2-b7492c8e46bd___RS_HL 9859.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\591c89ff-a75f-4613-b06d-4f3fbf6c426c___GH_HL Leaf 435.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\593c58eb-71d4-4626-89d4-de6f59964aa8___RS_HL 0106.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\598606b2-3e32-4d1d-b86e-042a14cd24d0___GH_HL Leaf 504.2.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\59a8b3a3-7e21-4322-befc-0d3da471bd67___GH_HL Leaf 403.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\59cc3bec-c66b-43f7-a445-42af2d7be410___GH_HL Leaf 476.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\59e72cea-137e-4c76-ba58-8b60aab68779___RS_HL 9885.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5a7de071-ba6b-4a06-a3d4-eab0abdc6ecf___GH_HL Leaf 398.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5a86d688-c358-481d-9618-ee14a5742234___RS_HL 0363.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5ac6005e-d9b6-4847-bd28-e43038e02450___RS_HL 0489.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5b2457f5-96d5-4bcd-8025-dc55e666f660___RS_HL 0605.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5b28f6a8-cf40-4f35-82ad-16470dd69bd5___RS_HL 9658.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5b36f575-af3a-454c-b31f-2d4218fb5cca___GH_HL Leaf 487.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5b7b9824-0cdd-4c67-9377-136a0615d784___RS_HL 0056.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5bded339-547a-4f93-b7cf-bbf8c948aa26___RS_HL 9748.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5c00f8ca-ad19-4df3-a1ac-8b6aefc0ddd5___RS_HL 0319.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5c057128-2d09-4757-8e44-520fb30f2b60___RS_HL 0525.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5c4d21aa-76f8-4ab7-8440-65fd3cac640b___GH_HL Leaf 263.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5c51ad21-b0e9-4b61-8980-d5e7a225b594___GH_HL Leaf 485.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5d11d60f-fb4a-4178-9594-d017a0f51b59___GH_HL Leaf 271.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5d1894ec-b384-4a2a-951c-0ef866776500___GH_HL Leaf 523.4.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5d3ceaec-e677-475f-b8ec-1efa66a6c84b___RS_HL 0237.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5d49f9d4-e27e-4220-933a-3bef2f44c437___GH_HL Leaf 502.3.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5dd2a498-7eff-4da7-9c0f-8c394103e52c___RS_HL 0611.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5df79085-2c00-41d6-ac0f-33a831a16d89___RS_HL 9634.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5eaf5201-8fc1-48ed-ae25-7570796044f9___RS_HL 9993.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5ecf00da-161c-4e2f-a525-b9223adce0b6___GH_HL Leaf 252.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5f11bef5-6b09-4a9c-b0e1-6dfdd16f42d3___GH_HL Leaf 457.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5f3f3da8-de1a-4cd8-af68-6801c9327834___RS_HL 9755.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5f67b4d4-4503-4149-950b-6cd08a20aaf8___RS_HL 9696.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5f7d3261-84f4-4b85-b9e1-f15792638c2d___RS_HL 9676.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5f8189f2-51cf-49b4-8a34-4955f26cf222___RS_HL 0352.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\5f887895-963a-4a96-8962-5af383dbe29a___GH_HL Leaf 425.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6120d8df-66a3-45c1-ae2f-bb8065928df4___RS_HL 0420.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6193b998-c9ab-46fc-9ca9-249efceb9220___RS_HL 0642.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\61a348ec-8afa-4445-9a98-6e38ba0cd6d4___RS_HL 9914.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\61db52ae-d868-4ba0-bac0-b2c9dc539cd8___RS_HL 0140.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6200ddc6-ea83-42e0-9936-4f82cfa14a1f___RS_HL 9976.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\621419a1-09f2-4a22-a569-6d8103895d1c___RS_HL 0023.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\622ed31e-0067-460a-a025-fefea1669ce1___RS_HL 0587.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6270efe7-db0f-4953-a7c7-eb86bb8967dd___RS_HL 9761.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\62c36cad-2102-451d-aca7-93f2e58e14ab___RS_HL 0481.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\62c9e613-b9ae-4be2-9000-2bc800549baa___RS_HL 9625.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\62d158a5-fda4-4bbd-af4e-9ef71858fc5f___RS_HL 9834.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\62e5933a-1405-4f56-b5c6-3bb6996465f5___RS_HL 0378.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\62fa284f-8fc8-46b7-a74d-71bada562464___RS_HL 0303.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\630ae481-49e7-470c-ad05-177132a6648a___RS_HL 0178.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\631c137e-7cd2-4923-829c-ec7cacdd2d01___GH_HL Leaf 420.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6323ad6c-28ea-4050-bc40-310d58715755___RS_HL 0294.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\633b3f16-21a5-4e44-b9fe-8ba149264915___RS_HL 0482.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\63568703-0cfc-4d23-a5e1-e3393df2d2fc___RS_HL 0246.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\635f7ae3-1561-4006-9c23-f9150ca50b78___RS_HL 9967.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\63612a6e-c1f1-4ae1-9741-52c28b264dfa___GH_HL Leaf 464.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6398befe-9cd0-4724-b564-248d76b50b5a___GH_HL Leaf 196.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6456344c-0dca-4ea8-8ad9-7f2809182e73___RS_HL 9832.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\64796c19-d026-48ed-b433-0be64b859a7c___RS_HL 9892.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\647d15d1-5520-458d-92a4-bd647bbccb90___RS_HL 9934.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\648594b0-d275-4e4c-8872-5136e01658c2___GH_HL Leaf 183.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\64b5d77e-2b06-461d-94f9-5f15250a7e77___GH_HL Leaf 505.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\651c7556-f25e-46b9-97db-4793a2a3b642___RS_HL 0219.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6555b55c-78bc-4391-88ed-65b596fc7e76___GH_HL Leaf 441.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\65b9d788-d9e2-47d7-a5ca-2ca5a9f47cae___RS_HL 9710.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\65c31a47-0609-481c-b077-1ff6225fe2bb___RS_HL 0208.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\66534b5a-a6b7-46bb-bc09-a6bba9d9a61a___GH_HL Leaf 225.2.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6657a918-63fb-49d1-a74d-8ef6bbb66231___RS_HL 9816.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\666598c7-f09e-4f8b-baf1-7d99e38de8c9___GH_HL Leaf 430.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\66778100-7006-4592-9704-90ea0d7131dd___RS_HL 9740.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\668e811e-7b65-404e-9bc5-6519efb1c708___RS_HL 0160.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\66b194fd-6db3-453c-b851-e82862db9c24___RS_HL 0019.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\66fb848b-843a-469d-a2d2-80f0e0e7eda4___GH_HL Leaf 371.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\674f82cb-c61c-4944-b8d6-1afb6212f96f___RS_HL 9646.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\679fc520-5ef8-499f-9d88-a963325bee3f___RS_HL 0571.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\67dfa474-5a26-4bfb-a7ea-33f6f6f7a497___RS_HL 9794.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\67fb6b30-9542-4606-9438-da3e96b6a2d7___GH_HL Leaf 213.2.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\67fe557e-2e6e-4145-8d3f-468be8f7480e___RS_HL 9800.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6883c31a-78b4-406a-9605-b6b31e0932cc___RS_HL 0037.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\688c6cc1-16b4-4f4a-9491-afba5c8a64b6___GH_HL Leaf 347.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\6890c333-c7d2-4d50-8734-f70b61cef213___GH_HL Leaf 447.1.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\68955a6d-9454-49ba-8924-a5ed69dcd820___GH_HL Leaf 276.JPG
Tomato,Tomato___healthy,D:\CropDiseaseProject\tomato_plantvillage\Tomato___healthy\68c910fc-3e1a-4db6-b225-d94ee5c60bbf___RS_HL 9713.JPG
